FLIGHT NUMBER,DESTINATION,DEPARTURE TIME,GATE NUMBER
XT410,Malverne,12:10,F3
EA007,Somerville,14:49,G2
RO887,Harker Heights,13:46,R6
JZ688,Minnehaha Springs,13:40,G0
GU027,Nisqually,15:51,D5
GK842,Pine Bluff,4:56,M3
MM853,White Springs,10:36,G0
GF438,Rosholt,11:13,C2
ZH592,Seymour,5:24,Z6
PU935,Aripine,9:0,S7
PU993,Shobonier,16:47,E5
NT233,Montgomery,10:38,O2
UA449,Ness City,21:24,F0
EA344,Brownwood,12:33,G7
FF385,Hanford,6:25,E5
VJ525,Fount,23:19,M9
MR891,Talley Cavey,19:8,X9
FY928,Centerton,14:57,T9
QO175,Hecker,10:50,S6
GT691,Claypool Hill,15:9,V5
YI783,Gwinn,13:1,U8
WX265,Meadville,14:53,N7
GO122,Readland,0:32,O1
XX428,Masonboro,18:5,V6
DG358,Kittrell,18:25,R2
OH138,Rhodhiss,12:21,M1
WF788,Sioux Rapids,7:3,S9
PH689,Naugatuck,10:33,Z4
DP940,Swansboro,14:26,L2
LI387,French Settlement,15:13,J8
EG468,Wheeler Springs,10:5,V4
RD154,Ludlowville,22:28,H9
FU843,Cogswell,16:20,Q3
NQ726,Belle Glade Camp,20:32,N4
QL496,Westbrook,17:10,J7
XC530,O'Kean,6:14,C7
PA531,Estell Manor,0:20,U2
WS266,Lakeway,9:7,A8
DC198,Whisper Walk,2:33,M8
DN502,Liberty Grove,15:54,K7
IA118,Salem,22:1,M9
LO989,De Leon Springs,12:50,B3
UD570,Duchesne,14:3,Q1
GM672,East Dubuque,7:58,A1
QL045,Tesuque Pueblo,3:45,I6
SZ674,Ross,9:25,Q6
WG690,Tahoe City,9:17,F4
NT923,Carlson,22:31,V0
TK463,Farmersville,18:21,H9
XQ130,Deemer,10:22,V0
VM817,Mancos,14:51,I5
GG405,Woodardville,1:28,H9
JG492,Toddville,17:55,V9
PM361,Sperryville,12:41,H3
DJ975,Malibu Beach,3:25,M5
VK360,Pukwana,2:40,P0
DK248,Sugarmill Woods,1:27,Y8
PY276,Bon,9:15,J9
UQ892,Cusseta,18:26,N6
MG196,Lake Minchumina,21:17,S8
UF391,Warren Park,20:39,Y6
PV677,Cashion,15:57,M1
RT447,Thelma,22:39,Y9
NG522,Tradesville,9:39,L2
GF354,Moody,17:45,B9
RH141,Cockrum,22:35,I1
IQ381,Wonder Lake,12:55,B0
ZJ008,Marland,15:28,M6
BC064,Grizzly,23:56,P8
ZY401,Nenana,18:27,J8
KK824,Gilmore,4:9,O4
VV441,Grand Glaise,2:11,K6
NZ730,Hughes,20:46,R0
FJ391,Pringle,14:15,W9
DC115,Steele,21:49,L5
EO031,Bogard,12:4,Y8
IN696,Rowena,1:11,C8
KZ803,Chireno,7:42,V5
XS883,Basalt,2:49,B1
QB742,Raceland,6:46,F4
CG428,Belvedere,0:4,D8
RF609,Mingo,19:52,E7
EB118,Troup,0:58,H6
OX049,Sixteen Mile Stand,12:28,T0
HY060,Milpitas,22:38,Q9
JZ968,Prestonville,15:48,N8
HD022,Stewardson,15:3,T5
RB256,Silver Plume,22:17,A4
JE086,Scottdale,12:14,V4
QV357,Boistfort,7:45,P8
PG544,Pleasantville,9:0,X8
SE246,Allamuchy,13:58,P9
TU333,San Perlita,22:26,F3
YX371,Helmetta,0:5,K6
OE231,Dixmoor,8:0,I0
VW979,Rembert,13:40,P1
FD237,West,12:37,Y8
DS558,Lester,14:31,P5
DU822,Pocono Pines,20:7,H5
JX386,Loreauville,2:51,O0
PK614,Perintown,9:3,M3
IR561,Knight,23:20,J5
LG190,South Beloit,21:45,O0
VG005,Rolinda,14:12,N2
HV051,Tahoe City,16:46,H6
FO080,Arm,18:17,G3
QG159,Sunbright,15:1,U0
BB439,East Moline,12:31,O3
LE182,White Crystal Beach,13:5,U9
QU984,Pirtleville,21:23,X8
EF728,Holly Hill,4:40,B8
JB546,Ogles,13:20,P4
YA445,Dakota City,18:43,H3
QR066,Winger,6:32,S0
CY792,Gaffney,0:39,E6
KI279,Saint Peter,2:7,C2
GE922,Bach,7:15,W8
SB434,Sofia,23:14,R3
SK210,Silverado,17:37,V6
SI082,Sedan,4:48,B2
AJ017,Pimmit Hills,1:12,W1
WE213,Cayuse,9:25,H8
NI531,El Reno,5:36,Z4
LQ168,McKamie,0:15,M9
ID716,Huntingtown,15:31,H0
BN072,Rowan Bay,20:52,M5
FP902,Pine Crest,23:33,H4
LC047,Hydetown,1:32,Q9
ZC663,West Blocton,4:34,G6
JX478,Hornick,21:26,G1
JQ947,Mascot,10:15,B5
QX467,McEwen,17:46,N4
CQ179,Dalhart,2:34,Z1
RV315,Central Lake,16:7,L7
DI528,Ringgold,13:23,G6
WJ247,Wild Rose,11:50,E6
CP253,Flintstone,0:13,W3
WS129,Whitmire,2:11,N9
WU517,Moffett,21:4,D7
ZW099,Boalsburg,11:19,U9
AD989,Wright City,16:9,N7
CA859,Value,13:7,D3
MQ140,Haven,12:20,A0
GQ021,Val Verda,3:4,L9
AX354,Blades,20:23,Y0
LQ023,Bray,19:32,U8
KY397,Penn Hills,16:50,B2
SE731,Warm Mineral Springs,12:28,G5
ML797,False Pass,10:35,V2
QC199,Union Hill,16:51,W8
WK586,Swainsboro,14:19,L9
BV535,Lovewell,19:48,N7
RO286,Freeman,0:56,H3
LU591,Morgnec,21:35,E5
CA309,Orchard,9:44,E2
SX117,Forest Oaks,17:36,Q8
BO881,Hinton,19:9,S5
AJ705,Ciales,3:23,A0
GL458,Davisville,22:3,Z3
LV026,Hazelwood,2:26,I8
TD079,Knightsville,10:6,F4
NT212,Jansen,5:26,V0
JZ547,Live Oak Springs,13:10,T7
FL659,Hatchbend,15:27,Y3
LJ952,Sand Coulee,22:32,Y1
EE036,Munger,13:35,B1
AJ397,Columbia Hills Corners,16:9,M6
FA446,Glidden,7:8,L1
YX606,Vassar,0:2,C9
KT669,Merna,21:59,K4
WV433,Sky Valley,2:42,L1
CR485,West Gate,11:48,B6
JV850,Salus,23:47,T9
AR901,Prescott,12:1,Z2
SZ537,Cannon Ball,7:29,Q0
QH420,Lufkin,1:35,M3
JS396,Des Arc,20:44,A0
BB033,Leopold,6:37,W6
ZR991,Arden Hills,21:20,U8
ZJ525,Nisswa,22:41,O5
UF181,Secaucus,13:36,D2
GF227,Dalbo,8:32,O4
EM783,Las Animas,0:21,C8
LQ118,Orange Grove,18:31,T6
QW547,Brimfield,8:27,G2
PW659,Adelaide,16:0,V2
OW596,Prudenville,0:54,D0
ND956,Malvado,13:54,J3
KA877,Tuthill,20:18,T7
LU198,South Barrington,7:1,V0
WD984,Port Alexander,22:31,C4
RA052,Indian River Shores,21:59,P9
MG740,Tresckow,11:52,U0
BX007,Painted Post,9:11,X2
UT774,West Paterson,16:35,R7
TM375,L'Anse,13:55,P1
LN466,Ranier,17:45,L7
EW166,Oyster Bay,11:17,C7
KK064,Wicksville,21:5,V3
VR966,Waddy,5:48,A3
GW138,Etta,11:3,Q9
VN941,Westwego,10:57,E8
TR438,Tallahassee,10:9,B0
LL138,Alvo,3:43,M3
YD280,Devola,22:11,M6
DP495,Tonopah,21:24,G7
XT898,Sierra Madre,8:30,Y6
NQ579,McLaughlin,13:7,C8
ZY428,Tira,6:38,B1
NY435,Pyatts,5:29,O9
IG154,East Bethel,5:16,S2
KO091,Fleming,15:58,I7
FX963,Armorel,21:16,V3
VG784,Cap Rock,12:4,G8
QQ942,Ozan,12:54,U3
IP394,North Amityville,13:49,K0
FG530,Oakpark,6:36,V2
BI196,Chama,18:12,E3
JC964,Spragueville,16:13,N4
ZM755,Throckmorton,13:21,D0
TX594,Pell Lake,4:28,J0
PR760,Arnolds Park,15:59,S1
MR125,Glen Avon,3:10,O2
AU447,Solana,2:17,J0
HY674,Campo,21:15,Q2
FF333,Hinckley,6:58,D3
GO108,Melbourne,23:51,X2
VW665,Springbrook,7:11,L1
AA773,Eustace,9:2,B7
JE270,Pardee,14:16,V1
FN346,Matagorda,11:22,Q5
VC988,Cherokee Falls,12:28,O7
SE839,Carlos,19:27,O9
EV388,Juno Beach,14:17,Y0
BI618,Colonia,4:36,J6
WA477,Baxter,22:57,U8
PA301,Argyle,22:48,E8
MW809,Henryetta,14:58,U3
RZ998,Garrettsville,6:57,O6
HR353,Cathedral City,14:41,T9
UD199,Ramona,8:58,I8
JL388,Camp Lake,14:10,T4
WG574,Farmersburg,11:44,C3
MY426,Gause,2:46,J5
MU293,Aromas,2:54,Z3
RJ017,Rogers,5:2,E7
MM997,Bains,14:47,Y9
HU761,Idledale,7:12,K5
BW038,Waucousta,11:21,I0
XU130,Toccopola,0:57,T5
ZV978,Neola,4:29,S1
QG893,Verdi,0:55,W6
YY782,Hickory Creek,22:19,F9
ZY913,The Colony,5:44,Q5
BP156,New Burlington,3:58,Z9
RB042,Tiro,2:44,G9
DE759,Bagdad,7:44,W9
PP441,New Effington,2:8,W1
QB240,Levan,17:50,P2
HR881,Bengal,12:54,D8
XP985,Juliette,15:57,M6
TJ023,Rowena,6:13,L9
EJ603,Coverdale,10:27,Y0
OO955,Rudeville,15:27,F9
QF263,Skidaway Island,20:20,U4
ZY537,East Vandergrift,22:51,Y7
YB167,Brockway,11:41,Q0
IA394,North Redwood,1:56,I5
SI596,Wando,12:13,A7
EY949,Pima,20:26,U2
DW261,Sharon,20:27,K5
DC816,Ashwaubenon,6:9,H2
QK685,Abbyville,4:40,L1
UI130,Newburn,18:39,Y7
UU989,Valhalla,14:20,Q0
EC814,Bird City,13:27,G1
RJ934,Pelham,20:46,S5
HS712,Tererro,19:14,Z4
OH113,Circle Pines,10:54,N2
NJ005,Skene,9:6,S6
SX679,Pernell,7:42,V1
IH312,Wiley Ford,3:43,P2
VB283,Naples Park,14:35,M9
HN216,Miramar Beach,7:38,L7
CX648,Schley,19:50,N9
XD082,Llano,0:23,Z2
ZC118,Sylvania,11:17,Y3
IW792,Coyote Wells,1:10,P1
WQ321,Gattman,0:32,D9
YB748,Ledger,17:22,E9
HD053,Bernard,16:41,V5
BW405,Bradley Junction,2:21,J7
KD097,Broadview Park,16:48,O7
TA079,Renwick,11:20,F6
VY532,Chowchilla,8:3,T9
OQ243,Gulf Park Estates,0:27,K2
LA378,Comunas,5:47,N6
FH206,Boyes,2:25,Q8
FU874,Osage,1:40,L3
VL974,Mart,6:59,N3
GU395,Goochland,1:53,L6
WC407,Makanda,19:29,Y5
GI179,Svea,20:36,G6
VQ655,Hammonton,12:21,J3
NQ753,Lariat,12:5,O6
UQ664,Roan Mountain,5:15,Z2
LM350,Sun City Center,9:2,J5
KW420,Rowan,6:58,R8
GI729,Gastonville,11:52,Q6
KD980,Leavenworth,7:16,L9
XP392,Autryville,6:34,A4
SP092,Pollock Pines,11:52,Q3
TU903,Summit,19:49,X6
HA923,Orange City,14:51,W3
HB785,Emma,23:45,L8
LZ219,Bettie,8:31,N1
HK352,Gleed,16:21,H0
YU870,Stoutsville,3:28,U4
WW537,Jungo,12:41,M0
DG200,Picacho,3:39,J5
WV772,Ollie,17:7,F4
RC349,Spraberry,8:10,G9
DA660,Brandonville,4:22,R4
BY717,Walker Mill,10:16,P8
PM725,Sentinel,9:30,S4
ME660,Flatwoods,16:47,G2
LJ635,Pine Prairie,2:5,D6
HO877,Licking,7:35,B4
MX771,Porterville,1:41,A5
RX937,Union Dale,14:11,U6
AS777,Espanola,10:43,A8
ZL854,Innsbrook,20:47,T1
VL202,Gastonville,2:20,X1
IZ655,Lolita,1:57,B8
YD709,Sedge Garden,9:44,N6
YT352,South Wadesboro,19:34,D8
VN974,Tunnel Springs,14:45,V5
ZW712,Mink Creek,21:54,D2
YU951,Neptune,9:14,R4
TD904,Spirit,15:47,Y7
ES301,Lucasville,2:39,I5
RJ730,Little York,2:22,F7
IZ601,Cullman,17:29,I6
QJ925,Hannaford,18:34,R0
FK852,McMullen,8:26,C3
PJ753,New Site,19:10,O5
LW106,Lawsonia,23:56,A5
OC668,Maryland Junction,20:9,Z3
EH688,Loretta,19:40,A5
XO698,Edwardsville,12:52,M1
ZM749,Newton Falls,17:46,S0
KJ655,Lobo,15:44,S1
YW406,Bannack,15:4,H2
LH248,La Grulla,4:0,E7
MU296,Red Lick,9:43,E6
NB969,Tokeen,14:46,R3
II675,Prairie Home,22:26,C4
OU153,Saum,0:14,T7
SC174,La Vista,8:14,R3
XL989,Aldine,6:2,O7
OP845,Brasstown,17:17,Z9
MO325,Sarasota Springs,15:53,K2
VK668,Igloo,22:23,D8
HW125,Phoenixville,13:54,K1
GU065,Piedra,1:43,C9
TQ079,Rangerville,1:43,D1
DJ031,Colma,0:7,T0
MH129,Gisela,1:54,N0
TI040,White Bluff,17:39,X1
HQ411,Horsehead,7:1,S4
XZ438,Lourdes,11:57,H9
OB323,Chambersburg,7:12,P1
WR466,Inlet,2:20,M1
UJ418,Lumber City,14:14,T2
XE310,Loreauville,1:42,E1
IO421,Cullen,16:15,G3
GN173,Monongahela,20:31,R6
QE223,Stockdale,8:43,S7
XV126,Wells,9:2,A2
TO396,Graf,17:9,X2
RQ630,Arendtsville,18:24,O1
FX657,Graterford,10:51,R7
LB039,Tennent,10:38,M2
OB270,Bach,12:16,B8
JB913,Wacouta,19:51,Q6
IM147,Hilgard,1:11,C1
QQ450,Pipe,3:46,E3
GE002,Willhoit,20:37,R0
KL395,Kipling,6:32,Q7
XZ351,Candelero Arriba,8:50,Y5
KF985,Ewa,0:24,A1
VX916,Little Suamico,10:10,V9
RF670,Blaine,18:56,V7
MO266,Richards,9:36,O2
MM911,Charles,6:55,D8
BB306,Rangeley,13:26,F3
JI790,Sherack,17:29,M3
BY294,Soquel,23:21,T7
HB188,Big Lake,20:31,T8
DD256,East Patchogue,2:9,Z9
GZ412,Fords,11:55,M1
OD372,Pantano,16:34,P0
RL174,Rutland,3:19,B9
XX296,Cahone,0:45,V3
ZO763,Hoytville,8:47,M8
RP576,Grannis,23:7,P2
HI482,Newport News,11:22,I0
KN903,Kingsland,14:35,E0
SF054,Lackmans,23:48,S5
DW857,Webbers Falls,17:41,B3
TC124,Oldenburg,15:7,Q5
MO217,Daviston,21:28,A2
GS021,Okanogan,1:26,V3
NG920,Upper Tract,12:45,W4
DI179,Creighton,18:33,N7
OF363,Gilpin,9:37,J2
JJ645,Westernport,5:26,O8
EU735,Homosassa Springs,14:38,E6
EU905,Saint Jo,4:17,B9
TC838,East La Mirada,9:44,K7
GA581,Stockertown,21:43,B9
MI100,Buhler,11:41,D6
GD445,Solen,5:43,Y0
LS060,Kamiah,18:45,A7
PM935,Jersey Shore,11:4,J3
XC142,Long Branch,20:54,M6
DE058,Ozark,22:26,K6
EJ469,Pond Eddy,10:8,K7
AL624,West Jefferson,2:24,Q4
TO848,Farmland,12:8,Z8
DP213,York,1:5,L0
MD894,Chatom,18:11,V9
EX531,Canyon Valley,5:48,M9
FB615,Roxobel,20:12,W8
IC439,Ludlowville,8:33,I2
MD490,La Cienega,2:29,H9
NQ812,Artesia Wells,4:53,M4
US744,Holdingford,23:37,A5
EA061,Whitefish Bay,1:48,X1
LW995,Harrington,20:41,A6
BK043,Pleasant Hills,5:39,A5
OV225,Bushland,8:37,A0
EY697,High Bridge,21:37,S9
ZO083,Mahaffey,13:24,Z7
JC181,Foreman,14:9,Z2
JA889,West Bay Shore,15:40,L4
ZD130,Elco,11:38,A3
MG747,Mount Prospect,23:43,F3
RV925,Winfall,7:39,E7
TS209,Lavallette,17:10,P5
BU385,Heath,4:40,Z0
ZO041,Cadley,3:14,R1
AJ422,Alta,3:36,M9
ZA082,Sandersville,18:52,R1
ZN631,Pocahontas,19:31,X2
YJ344,McCall Creek,17:3,V6
NS633,Crestview,11:48,H1
DL122,Pedro Bay,12:41,Y4
CV781,Townville,3:10,L0
ZF218,Little Creek,8:52,I8
NB206,Pinetown,9:43,S4
CB988,Oak Level,20:59,N2
PO821,Paintersville,23:1,G3
YB770,Bradenton Beach,23:17,Y0
CI005,Rainelle,13:48,A2
KY601,Pinto,9:56,D4
VS827,Maxwell,0:59,T2
ZU729,Brighton,22:2,Z5
NA991,San Ygnacio,12:39,E9
JI474,Newtown,1:36,Y7
KD598,Bishop Hill,18:49,S1
GH530,Lake Michigan Beach,0:26,P2
UB779,Lagro,17:11,D1
RN892,Oklahoma,8:42,Z7
EU108,Driftwood,3:1,R3
QS472,Marble Rock,12:0,X0
YV179,Hungry Horse,14:10,O2
PV053,Cassatt,3:48,B3
BP173,Grand Mesa,8:22,S4
PZ310,Atalissa,1:22,I9
NZ035,Brusly Landing,8:20,F7
DI751,North Bay Village,22:56,B7
YY205,Sumas,6:53,J6
WO771,Kerens,0:10,E0
NX601,Green Acres,10:37,V9
IL408,Caddo Mills,5:24,N8
ND038,Spaceport City,20:24,Y2
AO130,Rexburg,10:18,Z3
LE244,Tukwila,16:57,E6
SX856,Shoreacres,5:47,Q7
DD508,Cumming,6:53,N8
JW782,Roosevelt Park,2:27,D8
RS283,Le Roy,7:42,O0
MJ177,Bow Valley,9:56,Z0
OU252,Blue Ash,0:22,Y9
TZ766,Bokhoma,0:31,G7
JS935,Lawai,1:55,T6
VB738,Poughkeepsie,18:0,X5
HE265,Myers,4:15,J9
AF592,Linneus,2:8,A5
IX663,Graceville,4:34,E8
GY272,Grand View-on-Hudson,17:16,S3
SO211,Angola,23:14,Q3
PA061,New Beaver,21:39,R4
ML768,Country Life Acres,12:44,B7
VW716,Aldan,9:2,I1
PF826,Owings,10:33,I9
CA400,Calpine,23:14,L0
YM467,Chaffee,3:4,W6
ER196,Barahona,4:19,P0
OT837,West Baden Springs,22:12,M8
DJ806,New Ulm,0:39,V1
TI549,Anaktuvuk Pass,7:16,H9
CP281,Gracemont,12:45,N4
LN443,Roslyn Heights,19:20,R2
GA698,Sewaren,1:39,V3
MZ399,New Leipzig,18:23,D4
OJ286,Los Serranos,17:22,F8
WL366,Cerritos,9:59,M6
BI415,Claypool,13:11,J1
KF648,Lake Five,10:34,I5
XX088,Cogdell,13:27,M4
YM017,Ilwaco,4:21,Q3
KA358,Clover,20:21,H7
DJ817,Unionville,6:16,G8
SF768,Winder,2:31,U8
DA197,Quamba,19:47,I2
KH342,Stotesbury,1:33,L7
FF158,Grosse Ile,17:0,J4
ON285,Port Isabel,20:33,B4
VP748,Jesup,14:40,Q5
JD069,Powell Butte,8:33,G1
II398,Grand View Terrace,23:21,S0
CX630,Clements,23:39,B3
MF415,Simonton,18:1,M3
HH510,Estherwood,10:37,S6
XN196,Bearcreek,12:7,N7
PE198,Gotebo,4:36,S3
KF633,Leeton,20:21,Y5
SP265,Bushnell,16:55,M7
AA142,Scandia,20:20,K3
WX098,Nada,4:28,C8
VI764,Grosse Pointe Shores,19:41,M2
CN247,Seal Beach,20:7,F6
XL900,Boise,14:27,M0
VO797,Meeker,4:56,E1
BK519,Steele,22:0,Q9
AI773,Alta Loma,17:32,V0
LH567,Vineland,9:38,L7
CH767,Farragut,21:52,T4
VT031,Hookstown,14:6,G2
WQ548,Copan,13:27,O8
NB646,Rutledge,18:32,B4
FH649,West Whittier,0:28,D1
BD327,Pleasant Plain,16:57,F4
YY532,Escalon,0:19,T9
PV407,El Toro,20:37,G3
PV518,Delafield,16:42,U2
GV076,Lake Ariel,11:33,F1
UQ345,Forest Hills,4:16,V9
YI237,Fort Towson,22:18,S2
TB419,Laguna Vista,3:49,F1
QJ573,Bronxville,5:19,O3
TB344,Unalakleet,22:17,L0
NR856,Ness City,20:40,O7
NK385,Ludlow Falls,16:14,Y3
UB502,Prairieburg,10:37,E5
QG827,Williamston,19:11,L4
TA271,Earl,9:27,S6
OR865,Peninsula,13:54,O2
PQ317,Tinton Falls,9:23,R6
FH105,Ingleside,23:30,S0
BB836,Bountiful,4:37,D0
OR330,Medina,2:48,S4
RG903,Delavan,18:14,V1
MR761,Briensburg,14:11,Z0
IN154,Whitman Square,0:19,A7
CD150,Arcadia,1:9,F9
PW571,Erwinville,21:58,W0
PD733,Ladera,13:21,T7
CY507,Meadowlands,4:48,W1
MK872,Campanilla,1:47,P2
QY962,Friesland,23:46,W3
VM194,South Miami,19:24,F2
NH885,Tin City,18:37,K4
UK360,Southwest,12:7,X4
DT947,Frederic,15:43,N8
IC342,Ozan,0:55,M1
HB551,Amelia City,1:2,Q9
GX063,McQueeney,19:26,Z5
UL518,Rowley,21:8,G0
JO501,Lannon,13:21,Z6
YQ023,Salina,14:24,N6
ZP351,Murrieta,5:21,N5
LX278,Noatak,10:21,B6
VQ263,Cartwright,0:14,X3
IX852,Spring Grove,13:28,P4
XL901,Slick,7:25,J7
WF538,Monitor,15:29,I3
VG689,Woodmere,5:15,I0
WZ541,Walkers Mill,6:15,V3
GV491,Kurtistown,4:57,J2
TB859,Chiefland,23:52,T2
GM125,Oro Valley,6:6,R9
RS627,Mattawoman,12:17,Q6
GF392,Brodhead,13:21,D2
BT820,Graford,5:42,Y2
RB195,Alvaton,18:28,Y4
CN472,Deeson,8:32,U7
PG337,Lohrville,6:32,R2
UW427,Tice,2:13,A7
EV720,Clallam Bay,7:55,I6
PV850,Stillman Valley,1:6,A5
VP458,Mohawk,15:32,P2
UT025,Gomez,21:4,C9
EB729,Calcasieu,19:56,I9
FD833,Conger,6:4,G7
QS762,Moro,9:25,C6
TF718,Willacoochee,19:16,D8
TW187,Grayburg,5:57,D3
CV433,Los Ybanez,0:50,T5
JV997,Webber,13:21,Y3
BE739,Green Lake,8:22,K4
ZS097,Farmington,18:57,A8
NJ467,Rucker,16:31,C3
HI295,Jordan Valley,22:58,B1
KK789,Carter,3:25,K0
JI006,Thermalito,10:10,C6
WL219,Stony River,4:17,P9
GR322,Saint Augustine Shores,19:21,M3
WN970,North Billerica,18:4,L8
PZ515,Wauneta,12:18,P3
TA893,Marinwood,21:43,G3
YP984,Eastview,14:57,R5
FW119,Shaker Heights,11:27,I8
DV855,Shingletown,4:25,H4
CW312,Indian Fields,16:27,F8
UI467,"Bellevue (historical), Town of",2:20,S2
RV534,Bluff City,6:23,A1
KW356,Lasara,3:3,H7
NL102,Woodlawn Park,0:13,R7
LF573,Point Baker,4:42,Z2
IN927,Yemassee,7:25,F5
EC646,Olmitz,16:31,U9
QL947,Lanai City,20:56,P5
YK328,Russell Gardens,18:8,O3
YT193,Lancaster,17:52,J6
ZE710,Pamlico Beach,14:32,S5
EK691,Depauw,12:35,K0
FR784,Clairette,9:16,M6
GJ167,Stayton,19:46,N7
HL094,Eastlawn Gardens,21:36,W2
JX361,Wilmont,12:19,V2
UU744,Elvaston,22:47,Q9
AH192,Upper Sandusky,12:39,F2
FS187,Grosse Pointe,16:33,N4
OE259,Ogden,9:23,U7
NW466,Varnamtown,21:28,G6
HM680,Keeneland,23:9,U8
DN373,Hapeville,1:17,V7
XQ944,West Rutland,4:59,P2
UQ575,Lake Five,0:16,C5
RF060,Sneads,23:6,E9
EB786,Stidham,18:15,P4
VE023,Lower Squankum,2:39,P8
IH362,Tualatin,10:11,I3
MP112,Red Ash,23:3,E1
VX631,Ault,3:45,I7
ZG722,Marion,1:41,O2
CJ017,Crisfield,9:6,I5
UN854,South Deerfield,22:51,D5
XR978,Vincentown,15:36,A3
RG031,Millers Creek,18:45,T4
IM024,Glen Ellyn,16:38,C6
DM117,San Diego,2:10,M6
MZ941,Spavinaw,22:7,Y2
OM179,Tabler,18:56,X0
PU875,Loyal,6:18,L4
GF971,Turpin Hills,7:24,K6
KA329,Bairoil,18:55,O6
NL369,Lone Tree,8:47,Q2
TJ936,Barnsdall,17:14,S4
OP052,Parkersburg,14:5,C5
TT523,Big Springs,1:33,L6
KY986,Stoner,8:51,N3
WT406,Tularosa,14:39,V0
VK030,Lame Deer,17:33,S4
JR878,Cosby,1:2,F8
AR680,Head of Grassy,23:17,S6
FY394,Island Falls,10:26,K6
FV165,Kenwood,10:4,I6
EP232,Umapine,2:49,C1
IO720,Wake Forest,22:3,U5
JZ535,Taylorville,4:38,N8
XY897,Blandinsville,22:51,W1
YD916,Medora,0:59,Y6
BP993,Packard,17:12,Z6
KV051,Greycliff,6:52,C8
XM276,South Gastonia,4:4,E2
JE873,Saint Maurice,9:4,A1
DE614,Truchas,17:26,D6
CJ613,Pinola,17:12,Y0
KY021,East Newark,19:42,J3
PE979,Suwannee,7:19,D9
HU891,Rotan,6:10,N9
KV465,Fieldale,3:38,U3
HM186,Newtok,5:21,Y8
SF739,Chevak,11:17,Z0
ZH456,Sumpter,23:28,D9
LL942,American Falls,17:19,S8
CK000,Ella,21:8,Q5
MC021,Blenheim,12:20,P3
ZA002,Prairie du Sac,13:51,E8
VJ975,Harristown,8:12,H3
OP170,Sunrise Beach,0:10,I5
JX287,Aetna,11:39,L4
AN797,Tiller,15:39,E4
KX118,Boston,12:5,E1
PT252,Sibley,0:28,E9
WO682,Mount Andrew,4:34,S5
MM046,Saint Nazianz,16:24,J6
BR306,Harper Woods,13:58,B0
IA180,Fairless Hills,2:52,K4
NL426,Maltby,23:0,Q7
