Flight Number, Destination, Departure, Time, Gate Number
NT006, Anamoose, 20:32, W1
LL943, Anamoose, 08:34, P7
YB323, Anasco, 11:10, C4
KJ947, Anasco, 06:51, P2
XD932, Ancho, 11:00, X0
WC795, Ancho, 18:04, M5
WU473, Andale, 08:10, S1
YZ443, Andes, 23:13, L3
CA409, Anding, 15:51, X5
BV504, Andrews, 10:24, K6
RE356, Aneta, 01:22, O0
WW641, Aneta, 14:20, C9
QZ438, Angel City, 22:44, D7
SX091, Angeles, 00:09, X9
ZU352, Angelica, 15:25, B2
SB840, Angels City, 06:51, N6
PV308, Angiola, 01:23, H9
KV601, Angora, 09:14, J2
FL759, Angwin, 06:02, I2
NN872, Aniak, 07:55, B7
JF122, Aniak, 09:16, J1
DH954, Animas, 08:59, O5
NC754, Animas, 04:18, N9
SC323, Aniwa, 09:57, F8
SH850, Aniwa, 08:12, Z5
VU420, Ankenytown, 07:02, Y9
QH495, Ann Arbor, 15:04, M2
TY044, Annada, 15:00, Y8
TP281, Annamoriah, 04:44, P8
UR208, Annamoriah, 18:11, L5
YD894, Annapolis, 19:34, A2
OE524, Annawan, 18:09, U0
NE639, Anneta, 23:21, O0
HY476, Anniston, 03:10, O5
DB015, Anniston, 10:14, B6
LL343, Annona, 23:56, D5
TU100, Annsville, 22:20, K1
EY145, Annsville, 07:35, E4
BH968, Annville, 12:54, C3
HT973, Anoka, 09:29, I2
PW871, Anselmo, 06:25, B7
FW854, Anselmo, 15:41, M5
JU533, Anselmo, 13:52, L1
RP278, Anselmo, 09:13, L2
HK566, Ansley, 07:41, F8
NU608, Anson, 13:59, S7
XP745, Antelope, 16:51, N0
PC835, Anthony, 00:21, F2
FP818, Antigo, 16:29, A8
YA900, Antigo, 14:08, F6
HZ219, Antigo, 06:09, B8
UN951, Antioch, 01:59, N0
EA757, Antler, 09:34, S8
LQ337, Antlers, 21:57, A6
HB258, Antoine, 10:37, S5
DG510, Antonino, 15:05, O7
WG760, Anvik, 01:43, M4
NQ397, Apache, 08:38, D1
AS785, Apalachee, 17:21, Z4
BV947, Apalachee, 08:35, W3
YO662, Apex, 02:18, X6
SJ120, Apple Springs, 17:06, J5
CS984, Apple Springs, 04:56, Q6
FU251, Applegate, 19:54, Q6
FB679, Appomattox, 19:21, N1
OX495, Aptakisic, 15:20, J1
LH158, Arapahoe, 01:26, A8
MA049, Ararat, 23:30, E4
UP177, Ararat, 22:43, S1
RN586, Arbyrd, 20:02, Z6
EB257, Arbyrd, 14:00, W3
DM069, Archibald, 04:52, D0
EF159, Arden, 17:19, H4
QT305, Arden Hills, 22:23, J5
AN137, Arden Hills, 17:09, Y9
SY406, Arden Town, 17:02, W1
LW994, Ardencroft, 22:40, O7
TS220, Ardencroft, 23:17, C1
WE372, Ardentown, 16:40, Q8
QR334, Ardentown, 06:33, N6
UC343, Ardoch, 06:12, L8
CB858, Arenzville, 14:05, X2
VM365, Argenta, 11:31, V4
RC695, Argonne, 07:53, P8
MZ124, Argusville, 14:47, K0
CP607, Argyle, 18:30, X6
IM338, Ariel, 06:49, T1
VL512, Ariel, 13:06, X4
MD096, Aripeka, 08:35, Z8
BW071, Aripeka, 05:58, C4
YV787, Aripine, 12:37, J3
ZU910, Aripine, 13:08, V5
KF445, Ariton, 16:41, D0
QV738, Arizona City, 16:23, V4
HM732, Arkinda, 18:58, F2
SD264, Arkoma, 22:51, T7
SP823, Arkoma, 05:43, O3
FT847, Arkoma, 14:29, U9
LC579, Arkoma, 04:01, N3
NG598, Arletta, 07:10, W1
VQ193, Arma, 10:21, G8
CE546, Armijo, 15:33, X8
CU337, Arminto, 17:37, L5
FM665, Armorel, 11:25, I8
OG158, Arnaudville, 11:51, S0
HE201, Arnegard, 07:14, Q0
IS403, Arney, 19:08, K0
UN805, Arnold Mill, 16:51, N4
IN676, Arnoldsville, 22:27, D1
IB819, Aromas, 02:46, F5
AG490, Arona, 05:34, H5
HG637, Arona, 17:23, N1
XI543, Arrey, 03:07, A2
RZ421, Arrey, 21:12, V3
IS906, Arrow Creek, 05:52, D4
FS844, Arrow Point, 03:32, R2
PE523, Arrow Rock, 08:40, B7
CD189, Arrowbear Lake, 10:00, W1
MG882, Arrowhead Highlands, 12:53, T3
DQ495, Artas, 06:44, W2
YR264, Artesian, 15:49, P3
FJ975, Arthur, 15:29, Y5
SJ744, Artois, 05:22, Z8
LL453, Arundel Village, 14:03, L7
WL499, Arvada, 01:03, U7
OH758, Arvonia, 02:49, I9
SA722, Asbury Park, 23:13, X6
TS064, Asbury Park, 09:18, G7
AR460, Asher, 06:00, T1
TT160, Asher, 02:56, N3
TY841, Asheville, 15:19, V4
HO482, Ashkum, 09:36, O8
JR303, Ashkum, 18:28, I1
OM140, Ashland, 08:43, H7
ZL502, Ashland, 21:07, X1
TI218, Ashley, 05:45, B1
FO099, Ashport, 07:48, W4
DL353, Ashport, 23:51, R8
MG187, Ashville, 06:29, W4
LG449, Ashville, 22:20, F0
LV900, Askov, 19:01, O5
FN061, Asotin, 16:25, B6
GV291, Aspen, 19:55, P9
VI076, Aspermont, 23:45, D2
WW999, Aspers, 04:00, Z8
RZ761, Aspetuck, 19:22, I0
NE786, Assaria, 20:13, H4
MG931, Assinippi, 15:45, I2
BR493, Assinippi, 12:12, L6
YQ092, Astor, 03:38, V9
DI702, Astor, 18:34, B1
VM202, Astor, 09:56, P1
EG098, Atalissa, 19:51, A8
GY212, Atco, 23:41, D0
EX948, Atco, 02:10, K6
WO688, Atco, 01:58, A9
IQ416, Athalia, 23:48, V8
JX413, Athelstan, 09:52, V4
AS430, Athelstane, 11:20, P7
RT464, Atkins, 00:46, X3
KD761, Atkinson, 03:13, R2
YU527, Atlanta, 09:49, A3
SY792, Atlantic Beach, 04:21, U8
UW445, Atmore, 10:14, I2
DY612, Atoka, 02:20, H8
ED390, Atolia, 10:18, V5
GR722, Atolia, 19:16, C4
AM216, Attalla, 14:39, R9
OX398, Attu, 13:45, U1
YE567, Attu, 00:31, Z4
DM722, Atwater, 18:42, M9
ST816, Atwater, 11:25, L1
BH254, Au Train, 00:48, A6
UF942, Auburndale, 04:13, E9
JP276, Auburntown, 15:36, P6
EC035, Auburntown, 18:39, K4
FV189, August, 12:11, I8
MA972, Augusta Springs, 18:57, M9
KB407, Augusta Springs, 18:07, N4
DX239, Auke Bay, 16:27, N5
LN739, Aulne, 15:30, O3
WX025, Austin, 15:25, Z9
RT479, Austintown, 05:19, F2
OY549, Austintown, 18:50, U8
UM129, Ava, 21:06, U4
LU326, Ava, 19:29, J1
HQ166, Avant, 18:44, Z4
PZ310, Avard, 08:41, G7
XF967, Aventura, 02:17, A5
LW215, Averill, 12:35, P3
VI577, Averill Park, 13:26, U0
GA598, Avery, 14:21, J5
CS484, Avery Island, 05:54, W2
TU673, Avery Island, 13:52, X8
AA082, Avery Island, 14:56, P3
KK940, Avery Island, 10:49, X6
PI533, Avinger, 14:09, U0
NQ868, Avonmore, 00:17, O0
OX103, Avonmore, 09:48, M3
OR561, Avra Valley, 04:29, T1
ME327, Awosting, 05:16, W1
DN040, Ayden, 00:10, P6
TF248, Ayer, 14:35, G2
WD136, Ayrshire, 14:28, F3
UY132, Azalea Park, 14:35, U1
QF580, Aztec, 12:53, Z2
UF803, Azusa, 04:11, S9
PH980, Babbitt, 02:36, Y5
XK086, Babbs, 14:18, X8
VF694, Babbs, 11:57, H4
CN064, Babcock, 14:57, R8
PW409, Babcock, 11:57, X6
MB329, Babylon, 00:10, I3
TA689, Baconton, 06:56, L6
AL520, Bacton, 22:11, B3
JX032, Baden, 20:19, H3
LA353, Badger, 00:25, F8
WK665, Badger, 02:29, S8
OW325, Baggs, 06:09, Y0
EZ454, Baggs, 20:51, G4
UI065, Bagnell, 01:35, Z9
DW720, Bagwell, 17:40, Z9
PB396, Bagwell, 21:09, W9
BD647, Bahama, 12:29, E6
IG191, Bailey, 10:51, H5
UL610, Bailey, 03:11, V5
DW560, Baileys Switch, 12:25, O9
SK352, Baileyville, 21:36, X6
FB567, Bainbridge, 17:42, I7
AE187, Bains, 21:11, G3
DR642, Bainville, 03:16, Q3
DM893, Bairdford, 13:34, M8
RS439, Bairoa, 22:33, H8
ZN215, Bajadero, 05:47, T9
FN510, Baker, 17:13, Y7
PS181, Baker, 14:37, M0
YP437, Baker Hill, 09:04, H3
QH983, Baker Hill, 16:21, I5
JI183, Bakers Mill, 01:06, K6
AT685, Bakerstown Station, 17:55, Z5
IQ658, Bakersville, 16:29, U3
BQ271, Bakerton, 08:32, Y8
FA132, Bakerton, 08:20, E6
DF936, Bala, 21:33, N0
ZA272, Bala-Cynwyd, 00:24, F6
ES497, Balaton, 14:48, R2
KK324, Bald Head Island, 02:27, O7
XA668, Bald Knob, 02:25, D0
SD162, Baldwinsville, 14:45, E5
ZN546, Baldwinville, 08:08, V0
BS005, Balfour, 09:16, H3
DI973, Balfour, 13:40, E3
OZ523, Balko, 08:35, M7
CL385, Ball, 20:09, T1
FC908, Ball Club, 10:56, K5
ZQ781, Ball Ground, 07:01, N8
WQ325, Ball Ground, 22:24, N8
MT689, Ballard, 00:32, T5
VZ412, Ballardvale, 18:20, Q1
GH254, Ballinger, 22:16, M0
KA406, Ballston Spa, 19:31, K4
KX998, Ballville, 05:50, I8
WT620, Balmorhea, 17:02, Q6
OR760, Balmorhea, 11:31, I1
XR622, Balmville, 04:43, D2
WV360, Bamberg, 18:54, N4
ZL688, Bammel, 10:18, B4
VM831, Bancroft, 16:16, A1
EA140, Bandana, 11:08, G6
IE896, Bandana, 07:25, O2
FO732, Bandera, 16:37, V2
BI363, Bandera, 17:02, K8
RP721, Banks, 13:24, D4
YI046, Bannack, 06:43, I5
OX285, Banner, 00:07, Q0
QE031, Banner, 09:54, H4
PB901, Banner, 09:15, I3
MD331, Bannertown, 14:44, J6
SZ765, Banning, 01:52, P6
BB580, Banning, 13:49, G5
TT621, Bantam, 00:06, Y7
WH285, Bar Harbor, 03:43, S5
KG848, Barataria, 13:49, J7
NJ916, Barbours, 21:20, A1
UM590, Barbourville, 03:37, R6
GA352, Barbourville, 18:04, C0
CG619, Barceloneta, 06:44, P0
LP100, Barco, 03:41, C8
ZA945, Bard, 02:09, M1
TE820, Barden, 17:15, M9
RG890, Bardley, 13:46, G5
IV939, Bardwell, 07:52, Z8
CO642, Bardwell, 20:48, I6
BD590, Bargersville, 01:47, G9
DX767, Bargersville, 08:31, Q8
PW046, Bark River, 06:19, Y7
TC697, Barker Ten Mile, 03:07, V8
ZO346, Barker Ten Mile, 08:24, O9
VV648, Barlow, 23:39, L1
NQ324, Barlow, 00:47, H4
XJ529, Barnabus, 14:12, L4
JS338, Barneveld, 09:43, S3
RF298, Barneveld, 15:06, U6
XJ724, Barnsboro, 00:04, H5
TO729, Barnum, 07:11, I7
FJ775, Barnum, 13:42, A7
EF732, Barnum, 14:46, N9
TB591, Barnum Island, 02:25, W1
EF097, Barnum Island, 01:34, A8
TU907, Barranquitas, 15:48, G7
UI999, Barre, 21:27, P3
FO779, Barretts, 00:38, J8
VN246, Barrineau Park, 22:09, E7
PR645, Barrington Hills, 00:52, S5
HE557, Barrington Woods, 13:35, W5
US421, Bascom, 01:20, O3
HU041, Bascom, 12:47, R3
GN851, Basehor, 13:44, P3
KJ022, Basic, 22:43, P8
TA477, Basin, 22:33, H3
XP929, Basinger, 03:54, E4
RH725, Baskett, 07:03, A3
BD288, Baskett, 17:32, W4
HA152, Basking Ridge, 19:16, P2
QB829, Bastrop, 10:20, T8
ZK238, Basye, 03:38, A3
UL906, Batavia, 15:18, F3
ZU268, Batchelor, 18:48, K4
QP273, Batchtown, 13:17, S6
HV341, Batesburg-Leesville, 17:31, C3
RA675, Batesburg-Leesville, 00:42, A6
AW909, Battleboro, 18:26, X4
JH523, Battleboro, 02:10, L8
LO568, Battlefield, 20:30, N5
AL172, Bautista, 05:51, F6
BQ685, Bautista, 09:02, C5
DN333, Baxter Springs, 05:56, M9
LF782, Baxterville, 16:39, L5
AT645, Bay City, 16:01, F9
FA296, Bay Hill, 20:51, X9
HD914, Bay Lake, 09:57, T0
EX668, Bay Lake, 02:17, C7
IE681, Bay Pines, 14:28, M8
AR529, Bay Pines, 03:05, O4
FW576, Bay Pines, 10:23, B1
PW057, Bay View Garden, 11:22, D3
FT317, Bayamon, 08:59, S2
MV106, Bayamon, 07:53, G7
HK980, Bayamon, 14:16, Q2
VQ553, Bayamon, 00:36, S2
AP391, Bayard, 15:20, X0
KL480, Bayou George, 10:30, E6
DB271, Bayou George, 17:39, J1
TZ618, Bayou Goula, 08:44, Q3
WB714, Bayou Meto, 06:08, W3
OY082, Bayside Terrace, 10:58, E7
UB733, Bayville, 07:19, H9
YO686, Baywood, 04:45, V6
JD854, Baywood, 11:21, W3
LE717, Bazemore, 17:18, J6
FA696, Beach Glen, 21:24, J8
EB139, Beach Haven West, 13:38, X1
HP955, Beach Ridge, 17:45, B5
ZV481, Beacon Square, 03:54, K5
XE960, Beaconsfield, 09:32, B7
XW178, Beagle, 12:09, I1
ZL469, Beagle, 19:30, O9
QL252, Beal City, 03:52, W2
XI140, Beal City, 22:32, G8
NE599, Bear Creek, 09:29, U9
RI136, Bear Creek Village, 08:51, W2
RO255, Bear Lake, 23:27, X7
QR951, Bear River, 21:33, H7
TL456, Bear Valley Springs, 00:41, B9
TJ339, Bearden, 06:02, V3
MP748, Bearden, 14:53, G2
US727, Bearden, 03:17, W7
CD930, Beardstown, 04:23, Z7
LB657, Bearmouth, 21:29, G9
DK537, Beaumont, 16:41, Q0
LG190, Beaumont Place, 23:39, U1
YP712, Beaux Arts Village, 17:37, E5
RD580, Beaux Arts Village, 02:22, G7
NW286, Beaver Bay, 10:26, Q7
SW841, Beaver Bay, 01:37, P8
CO273, Beaver Crossing, 15:39, N7
MT351, Beaver Crossing, 06:52, R2
DW527, Beaver Falls, 09:27, W9
RG472, Beavercreek, 11:43, F9
IB312, Beaverlick, 02:40, B5
UY616, Beavertown, 10:52, L0
UX951, Beavertown, 19:14, M3
QB176, Beavertown, 07:17, R4
KM315, Bebe, 09:41, Q1
BR709, Bechtelsville, 12:24, P6
HL579, Bechyn, 10:14, B1
YI979, Becida, 05:06, E9
ZQ184, Becker, 21:36, W6
GA977, Beckett, 11:18, B0
FT367, Beckett, 06:46, P4
CX154, Beckley, 11:41, Z1
DV275, Becton, 07:10, N6
NJ249, Bedford Center, 09:31, A7
JG060, Bedford Heights, 04:41, L8
QS574, Bedford Hills, 23:11, C4
PG913, Bedford Hills, 02:44, I3
AQ017, Bedias, 01:26, A3
QH944, Bedminster, 23:51, R1
FK106, Bedminster, 13:02, B7
VI671, Bedrock, 03:22, H2
AO717, Bee, 08:44, B2
QL631, Bee Branch, 16:36, T7
NH298, Bee Ridge, 06:00, T2
WJ932, Bee Ridge, 17:12, S9
FH744, Bee Spring, 11:03, M6
AE472, Beebe, 23:15, O4
UD096, Beech Mountain, 19:05, J0
BX384, Beechburg, 17:58, M7
PV478, Beecher City, 12:25, H1
CL388, Beecher Falls, 17:33, G0
SU609, Beechwood, 17:28, Q0
LF760, Beetown, 04:58, Y5
LS742, Beeville, 16:50, A6
PA670, Bejou, 09:56, J9
YH311, Bejou, 02:21, P8
QE145, Bel Aire, 02:55, Y8
GK016, Bel Alton, 03:09, S7
VY536, Bel-Nor, 06:39, R2
KL655, Bel-Ridge, 15:43, P2
RL034, Belcamp, 07:55, J6
PC163, Belchertown, 08:12, R5
MR965, Belden, 04:28, R3
NL319, Belden, 17:38, C3
ES741, Belfast, 12:51, F2
MQ690, Belford, 14:31, K4
IT527, Belford, 18:18, T4
YO728, Belfry, 00:37, A2
SL544, Belgium, 14:04, B4
SH788, Belinda City, 15:33, U7
GE088, Belinda City, 21:33, G7
UC638, Belk, 04:53, P6
NT391, Belk, 22:01, C2
RV441, Belknap, 13:57, H6
ZH414, Belknap, 00:00, J3
PY242, Bell, 08:20, D1
JS638, Bell Acres, 10:33, X6
SO928, Bell City, 10:01, G5
IJ890, Bell Ranch, 04:35, N6
YU669, Bella Vista, 17:41, V3
JG635, Belle, 21:04, H7
AE113, Belle, 01:53, B7
CN593, Belle Fourche, 04:36, T2
ZD005, Belle Glade, 21:25, X4
UV275, Belle Isle, 21:57, F8
GC244, Belle Meade, 09:28, M7
XL507, Belle Meade, 13:22, K7
UQ323, Belle Prairie City, 08:22, G1
IT454, Belle Prairie City, 19:05, V6
JY423, Belle Vernon, 11:21, S0
MV713, Belle Vernon, 10:01, J1
AI587, Belleair, 19:31, U3
GV423, Belleair Shores, 22:53, D2
VI001, Belleair Shores, 07:48, K1
YB873, Bellechester, 11:59, B8
WM776, Bellechester, 21:32, L0
QI868, Bellefontaine Neighbors, 04:45, V5
YC552, Bellefonte, 09:11, J2
RC516, Bellemeade, 20:05, Q7
AJ476, Belleville, 00:11, K8
WD922, Bellingham, 12:40, G0
RE679, Bellmead, 08:26, R1
AC068, Belltown, 22:39, W0
WZ653, Bellvale, 09:29, U2
WR307, Bellwood, 02:32, B0
OF712, Belmore, 06:06, W5
RQ899, Beltrami, 22:52, U3
DC996, Beltrami, 03:40, R2
GV717, Belva, 05:55, G7
XK170, Belvedere Park, 16:27, W9
SR497, Belwood, 15:39, R5
CS101, Bement, 06:12, B9
RM323, Bemiss, 12:00, S6
BT286, Ben Arnold, 04:08, X7
DP810, Ben Avon, 18:54, G3
CP380, Ben Avon Heights, 22:08, Y9
CT391, Ben Lomond, 21:56, Y6
WA858, Benchland, 02:33, K6
LF096, Bendavis, 18:18, W4
DH266, Bendavis, 22:01, M1
ZQ051, Benedict, 08:43, S0
RD562, Benicia, 01:55, N5
HE065, Benjamin, 22:55, Q0
IH751, Benndale, 08:09, B4
FJ482, Bennetts Mills, 01:28, B8
GW231, Bennington, 18:21, R3
JQ810, Bennion, 05:26, Q7
HP433, Benonine, 01:54, G6
ZY889, Bensenville, 08:30, W3
WK292, Benson, 13:12, Q7
LV567, Bent, 22:45, R7
SY729, Bent, 12:42, B5
KY150, Bent Creek, 09:35, T1
LD219, Bent Creek, 12:29, O3
RZ410, Bentley, 14:56, M7
GA693, Benwood, 18:23, P8
RA203, Benzonia, 18:21, S5
NX868, Berea, 21:45, L8
AU569, Bergland, 02:00, G7
HJ913, Bergland, 21:37, J9
DY822, Bergton, 02:40, D2
JL935, Berkeley Lake, 02:18, O0
PV980, Berkey, 10:45, A1
VK088, Bermuda Run, 10:11, O3
RX688, Berne, 10:04, P5
NZ323, Bernecker, 19:22, U5
HA797, Bernstein, 17:02, N8
QD593, Bernstein, 13:17, H7
PP784, Bernville, 03:01, K0
EU352, Berrien Springs, 19:57, Q7
PK601, Berrydale, 13:13, W5
VA969, Bertha, 21:38, T6
XZ863, Bertram, 20:15, J0
GC561, Bertram, 18:18, J7
HI676, Bertrandville, 13:00, O9
XJ238, Berwyn, 11:09, K8
RX574, Bessie, 20:42, X9
HY248, Betances, 04:57, O9
LN580, Bete Grise, 01:47, G0
MH851, Bethalto, 15:51, S8
AS044, Bethayres, 15:35, A9
HH857, Bethayres, 18:03, J3
FT714, Bethel, 01:33, Q1
VF023, Bethel, 22:16, B7
CT027, Bethel Heights, 17:46, C7
UM100, Bethel Park, 11:46, M4
GL365, Bethel Springs, 04:59, N0
CT142, Bethel Springs, 16:09, U4
DM133, Bettles, 16:32, D2
YN083, Beulaville, 18:16, B9
VV653, Beverly, 23:11, G1
KB615, Beverly Beach, 08:31, J1
BT716, Bevis, 13:07, V7
TV547, Bewleyville, 05:38, E7
IJ052, Bexley, 17:59, S5
IV947, Bicknell, 18:32, K0
WH501, Biddeford, 14:23, N2
KP895, Biddle, 03:54, G1
OK827, Biddle, 17:00, E9
ZL235, Biddle, 02:45, D9
VH731, Big Arm, 01:41, X9
DW699, Big Arm, 06:48, O3
GI797, Big Bay, 21:48, N3
WO990, Big Bear Lake, 03:43, X4
MM376, Big Coppitt Key, 19:22, B6
ON100, Big Flat, 07:16, A9
WH733, Big Horn, 20:58, F1
OF911, Big Moose, 17:24, K8
MI055, Big Park, 23:41, P8
RC598, Big Park, 04:49, P9
EX624, Big Pine, 11:49, Q6
