FLIGHT NUMBER,DESTINATION,DEPARTURE TIME,GATE NUMBER
TA575,Yakima,20:41,M2
SX976,Yadkinville,20:40,K7
RD638,Yadkin Valley,20:38,M5
SX892,Yacolt,20:37,X2
BF370,Yachats,20:36,B1
QH985,Yabucoa,20:34,O5
XG553,Y City,20:33,H0
ZK450,Xenia,20:31,V9
XG501,Wytopitlock,20:30,X9
CO273,Wytheville,20:28,W3
JX416,Wyomissing Hills,20:27,N1
XH117,Wyomissing,20:26,R5
IF944,Wyoming,20:24,M6
HX152,Wyodak,20:23,W4
GR882,Wyocena,20:21,Y4
DL340,Wynot,20:20,F8
OT883,Wynona,20:18,V5
VZ761,Wynnewood,20:17,E9
CM530,Wynnedale,20:15,K1
SQ707,Wynne,20:14,X1
WB973,Wynnburg,20:13,N4
GU783,Wyndmoor,20:11,U6
ID840,Wyndmere,20:10,D1
NT422,Wyncote,20:08,S9
HI396,Wymore,20:07,M4
QM397,Wymer,20:05,B8
QM843,Wyman,20:04,J1
GU051,Wylliesburg,20:03,D3
QT699,Wylie,20:01,D0
GO613,Wyldwood,20:00,U4
NO018,Wylandville,19:58,W5
BS472,Wye Mills,19:57,L8
QV107,Wyckoff,19:55,B7
IM756,Wyattville,19:54,X3
DK269,Wyatte,19:52,J0
BW841,Wyatt,19:51,R1
PF945,Wyarno,19:50,X4
QY791,Wyano,19:48,I0
PH350,Wyanet,19:47,U5
ZF431,Wyandotte,19:45,V1
OZ268,Wyandanch,19:44,R3
AR622,Wyalusing,19:42,Q7
VY386,Wyaconda,19:41,I2
DK985,Wurtsboro,19:39,M2
DP737,Wurtland,19:38,H4
KT015,Wrigley,19:37,T8
FU842,Wrightwood,19:35,Q2
ZX297,Wrightsville Beach,19:34,W0
MO105,Wrightsville,19:32,W0
IL402,Wrightstown,19:31,T8
ML587,Wrightsboro,19:29,Y6
TM688,Wrights Corners,19:28,N5
LP978,Wright City,19:27,O2
LF769,Wright,19:25,T9
VZ137,Wrenshall,19:24,H0
OX999,Wrens,19:22,R5
MG915,Wren,19:21,S9
QV007,Wray,19:19,I4
SW178,Wrangell,19:18,N4
ZF436,Wounded Knee,19:16,G7
AQ675,Worton,19:15,P9
JZ951,Worthville,19:14,C3
CH944,Worthington Springs,19:12,V3
GR733,Worthington Hills,19:11,S4
WT100,Worthington,19:09,Y6
ES383,Worthing,19:08,P9
OC055,Wortham,19:06,X9
SN864,Worth,19:05,Z7
FV921,Wormleysburg,19:04,J0
RR490,Worley,19:02,A3
XM433,Worland,19:01,Z9
VQ079,Worden,18:59,Y4
WZ992,Worcester,18:58,H9
KU194,Woosung,18:56,Y1
UX122,Wooster,18:55,A5
WP977,Woonsocket,18:53,L4
XZ216,Woolwine,18:52,C6
CO753,Woolstock,18:51,B9
NZ573,Woolsey,18:49,U9
PY143,Wooldridge,18:48,L7
ED111,Wool Market,18:46,S1
GD968,Woody Creek,18:45,U6
EJ152,Woodworth,18:43,X7
JZ363,Woodway,18:42,E6
LT366,Woodward,18:40,Z4
JC485,Woodville,18:39,I4
CU883,Woodsville,18:38,C0
JD830,Woodstown,18:36,I5
ZP986,Woodston,18:35,A6
NO627,Woodstock,18:33,V6
QX431,Woodson Terrace,18:32,K1
WD252,Woodson,18:30,H4
BL257,Woodside,18:29,S2
DI169,Woodsfield,18:28,U9
MW003,Woodsdale,18:26,B9
ZI081,Woodsburgh,18:25,L8
ZL687,Woodsboro,18:23,M7
MU890,Woods Tavern,18:22,O0
KF120,Woods Landing,18:20,O9
HT633,Woods Hole,18:19,C9
QJ019,Woods Heights,18:17,Q4
YR527,Woods Cross,18:16,A0
IZ718,Woodruff,18:15,B2
ZD235,Woodrow,18:13,W9
FU359,Woodridge,18:12,I5
EG507,Woodport,18:10,G6
TS133,Woodmore,18:09,H6
GS285,Woodmoor,18:07,N7
GT083,Woodmont Beach,18:06,P3
KF187,Woodmont,18:05,P5
PV723,Woodmere,18:03,I4
FL751,Woodman,18:02,A8
TN686,Woodlyn,18:00,D1
MH926,Woodloch,17:59,U3
LE750,Woodleaf,17:57,G2
TV857,Woodlawn Park,17:56,J1
DX573,Woodlawn Heights,17:54,L2
UE193,Woodlawn,17:53,L4
PY475,Woodland Park,17:52,U0
SO448,Woodland Mills,17:50,Q5
KE810,Woodland Hills,17:49,B8
EF758,Woodland Heights,17:47,U1
BT501,Woodland Beach,17:46,K1
OY753,Woodland,17:44,V4
GX103,Woodlake,17:43,T6
UR746,Woodinville,17:41,B9
RW351,Woodhull,17:40,Q7
XM403,Woodhaven,17:39,Y6
AB515,Woodfords,17:37,C2
PX941,Woodford,17:36,B8
SR860,Woodfin,17:34,Q7
QE635,Woodfield,17:33,I7
HN574,Woodcrest,17:31,O2
UM338,Woodcreek,17:30,Y7
GT952,Woodcock,17:29,K1
PE845,Woodcliff Lake,17:27,P3
YD546,Woodchopper,17:26,A9
DO963,Woodbury Heights,17:24,F2
OW857,Woodbury,17:23,J3
DO101,Woodburn,17:21,V8
IU125,Woodbridge,17:20,Q5
SZ118,Woodbranch,17:18,D3
VI511,Woodbourne,17:17,T6
GR834,Woodboro,17:16,R5
AN951,Woodbine,17:14,O2
KH873,Woodberry,17:13,V9
GC287,Woodardville,17:11,F3
RG028,Woodacre,17:10,M1
GS494,Wood-Ridge,17:08,S1
EJ406,Wood River,17:07,J8
IB187,Wood Lake,17:06,R5
DC479,Wood Dale,17:04,N1
HR904,Wood,17:03,G4
CJ652,Wonnie,17:01,K9
VJ738,Wonewoc,17:00,Q5
OV625,Wondervu,16:58,G7
KO168,Wonder Lake,16:57,M8
SE154,Womelsdorf,16:55,I0
QM121,Wolverton,16:54,V4
OF769,Wolverine Lake,16:53,J6
YY216,Wolverine,16:51,M7
ZI948,Wolsey,16:50,M4
PC389,Wollochet,16:48,S0
NI227,Wolford,16:47,N7
ME392,Wolflake,16:45,Z8
YR989,Wolfforth,16:44,W1
ZW178,Wolfeboro,16:42,A5
JV223,Wolfe City,16:41,A5
IF084,Wolfdale,16:40,W7
DJ811,Wolf Trap,16:38,E5
XC499,Wolf Point,16:37,X6
YT749,Wolf Lake,16:35,Y3
QC641,Wolf Creek,16:34,H0
ML697,Wolf Bayou,16:32,A9
SQ532,Wolf,16:31,L4
ZP485,Wolcottville,16:30,Z9
YO684,Wolcott,16:28,W8
ZP890,Wofford Heights,16:27,Y3
AE697,Woden,16:25,K3
JH076,Woburn,16:24,C9
TP027,Wixon Valley,16:22,H2
YB270,Wixom,16:21,A1
AU900,Witts Springs,16:19,U1
AL015,Wittmann,16:18,L4
NE167,Wittman,16:17,X0
JL312,Witter,16:15,U7
DS914,Wittenberg,16:14,F9
ZV336,Witt,16:12,P5
EV429,Witoka,16:11,L3
KK396,Withrow,16:09,F4
KE161,Withers,16:08,B0
MU971,Witherbee,16:07,R8
BU219,Withamsville,16:05,Q9
LT664,Wister,16:04,M4
DW245,Wisner,16:02,E6
YB034,Wishram,16:01,Q9
VY813,Wishek,15:59,Q8
WW961,Wiseman,15:58,P1
AP269,Wise,15:56,U8
ER496,Wisdom,15:55,K7
HX717,Wisconsin Rapids,15:54,V3
OY044,Wisconsin Dells,15:52,S7
BG319,Wiscasset,15:51,F7
DN826,Wisacky,15:49,C4
UE230,Wirt,15:48,C0
XY096,Wiota,15:46,T9
UG320,Winton,15:45,U7
RI813,Winthrop Harbor,15:43,E8
LA005,Winthrop,15:42,T0
BS193,Winterville,15:41,Y4
HK091,Wintersville,15:39,Z6
FK186,Winterstown,15:38,V0
ET321,Winterset,15:36,E3
AP532,Wintersburg,15:35,W8
ZG449,Winters,15:33,M5
CZ752,Winterport,15:32,R0
JZ975,Winterpock,15:31,K7
EL827,Winterboro,15:29,B0
XM847,Winter Springs,15:28,B4
UK166,Winter Park,15:26,E1
EV184,Winter Haven,15:25,J4
FS691,Winter Harbor,15:23,E9
VK794,Winter Gardens,15:22,I8
ED993,Winter Garden,15:20,N5
BD895,Winter Beach,15:19,U0
JJ105,Winter,15:18,V3
KW184,Winstonville,15:16,F4
MT822,Winston-Salem,15:15,J4
ND538,Winston,15:13,D6
PL654,Winsted,15:12,O8
EL339,Winslow,15:10,H8
UJ733,Winside,15:09,N4
GX423,Winooski,15:08,J7
XG404,Winona Lake,15:06,G9
VH496,Winona,15:05,K1
ER883,Winokur,15:03,V7
JE063,Winnsboro Mills,15:02,X3
FW822,Winnsboro,15:00,F8
JA575,Winnie,14:59,T9
VD907,Winnfield,14:57,S3
OB706,Winnett,14:56,G1
BP303,Winnetoon,14:55,W1
XL823,Winnetka,14:53,J6
SL829,Winner,14:52,U7
ND771,Winneconne,14:50,I9
ME972,Winnebago,14:49,J5
JR381,Winnabow,14:47,Y9
XL110,Winn,14:46,F9
QK903,Winlock,14:44,T8
EW361,Winkelman,14:43,U0
PW950,Wink,14:42,W4
OH034,Winigan,14:40,E0
AA589,Winifred,14:39,V4
PK656,Winger,14:37,S7
BF024,Wingate,14:36,P3
VG069,Wing,14:34,A7
CM617,Winfred,14:33,G7
YI626,Winfield,14:32,K2
ES191,Winfall,14:30,P0
MU855,Windy Hills,14:29,Y9
GZ494,Windthorst,14:27,W5
DP974,Windsor Locks,14:26,H8
AC688,Windsor Hills,14:24,P7
UV999,Windsor Heights,14:23,R2
UX680,Windsor,14:21,T2
FK285,Window Rock,14:20,Y1
VM941,Windom,14:19,G6
CN832,Winding Falls,14:17,O3
IS568,Windhorst,14:16,U4
XP198,Windham,14:14,D4
MS291,Windfall City,14:13,Z2
BD579,Windermere,14:11,K9
QB237,Winder,14:10,X7
AV737,Windemere,14:09,P5
AP613,Windcrest,14:07,R1
SX987,Windber,14:06,A8
BY058,Wind Ridge,14:04,M0
UQ010,Wind Point,14:03,P4
ET762,Wind Lake,14:01,J1
SF784,Wind Gap,14:00,S8
UX612,Winchester,13:58,F8
SG126,Winchendon,13:57,Q7
YP715,Winchell,13:56,U2
PA492,Winborn,13:54,C2
VW072,Wimbledon,13:53,W1
OR130,Wimberley,13:51,W8
HF662,Wimauma,13:50,Z4
LL099,Wilton Manors,13:48,Y1
DG093,Wilton Center,13:47,A1
FH745,Wilton,13:45,I1
KU760,Wilsonville,13:44,V2
HQ137,Wilsons Mills,13:43,G5
KH522,Wilsonia,13:41,X2
CZ269,Wilson Creek,13:40,F8
CL886,Wilson City,13:38,D8
TG897,Wilson,13:37,K3
YC325,Wilseyville,13:35,E7
UM458,Wilsey,13:34,S2
JX800,Wilsall,13:33,H8
ZJ804,Wilno,13:31,R2
XT765,Wilna,13:30,K8
SF016,Wilmot,13:28,C2
SS512,Wilmore,13:27,E6
DG380,Wilmont,13:25,F6
VG750,Wilmington Manor,13:24,I7
KJ791,Wilmington Island,13:22,X3
XC465,Wilmington,13:21,C0
ZD601,Wilmette,13:20,I6
RM300,Wilmer,13:18,C7
MI112,Wilmar,13:17,X6
FI815,Wilma,13:15,A0
MV126,Willshire,13:14,N1
YI078,Willsboro Point,13:12,D7
IZ754,Wills Point,13:11,P7
IG123,Willowville,13:10,U4
CY438,Willows,13:08,D6
WM058,Willowick,13:07,P7
OS914,Willowdale,13:05,X6
FL928,Willowbrook,13:04,P7
JQ065,Willow Valley,13:02,D2
OZ352,Willow Street,13:01,S8
XD687,Willow Springs,12:59,W8
FQ597,Willow Run,12:58,F2
KD909,Willow River,12:57,A4
JR312,Willow Ranch,12:55,X7
PG676,Willow Park,12:54,Y7
JC734,Willow Oak,12:52,B9
GN061,Willow Lake,12:51,E5
PU949,Willow Island,12:49,E8
GV672,Willow Grove,12:48,I9
VP707,Willow Glen,12:46,P3
MF753,Willow Creek,12:45,H5
ZA906,Willow City,12:44,T7
IL892,Willow Brook,12:42,Z3
BU722,Willow,12:41,Q4
OC514,Willoughby Hills,12:39,Q5
JO324,Willoughby,12:38,T6
AS718,Willmar,12:36,Z4
WG003,Willits,12:35,A9
TK501,Willisville,12:34,T5
BX071,Williston Park,12:32,M2
GW001,Williston,12:31,D5
TT347,Willisburg,12:29,N6
IT318,Willis,12:28,O4
KN801,Willingboro,12:26,I9
JK072,Willimantic,12:25,V9
EY086,Williford,12:23,F3
IW829,Williamsville,12:22,Z1
QN383,Williamstown,12:21,G3
AC419,Williamston,12:19,H6
HB057,Williamsport,12:18,H6
NP952,Williamson,12:16,L8
PT637,Williamsfield,12:15,J6
JU375,Williamsdale,12:13,K2
YD866,Williamsburg,12:12,M4
JW112,Williams Park,12:11,B4
SP615,Williams Creek,12:09,M8
NW535,Williams Bay,12:08,Z6
XC308,Williams,12:06,Y1
TH695,Willhoit,12:05,L5
EI265,Willey,12:03,S5
JB582,Willette,12:02,Q8
OH911,Willernie,12:00,Y6
UN594,Willcox,11:59,O1
GP523,Willards,11:58,K4
JH905,Willard,11:56,D3
SW945,Willamina,11:55,I6
PD788,Willaha,11:53,L4
WR425,Willacoochee,11:52,P5
EN344,Wilkinson Heights,11:50,N1
JE167,Wilkinson,11:49,F5
JD962,Wilkinsburg,11:47,U1
FB533,Wilkeson,11:46,E6
FA837,Wilkesboro,11:45,K2
IC609,Wilkes-Barre,11:43,X2
NX333,Wiley Ford,11:42,O3
VI502,Wiley,11:40,I6
ML011,Wildwood Lake,11:39,U5
AE835,Wildwood Crest,11:37,X1
OH323,Wildwood,11:36,S9
RJ000,Wildrose,11:35,P2
QE900,Wildorado,11:33,O6
SI382,Wildomar,11:32,V6
KC381,Wilderville,11:30,B4
PI666,Wilders,11:29,T5
LI478,Wilderness,11:27,Y0
UZ659,Wilder,11:26,G7
UO194,Wildell,11:24,R8
TV496,Wild Rose,11:23,L9
BN769,Wild Peach Village,11:22,G6
WM302,Wild Horse,11:20,V6
QU599,Wild Cherry,11:19,M0
ZA719,Wilcox,11:17,H5
WD925,Wilburton,11:16,G2
AQ203,Wilbur Park,11:14,X3
ZI854,Wilbur,11:13,E2
SY319,Wilbraham,11:12,J3
AU033,Wilberforce,11:10,D5
AE058,Wilber,11:09,Y5
XX622,Wigwam,11:07,A7
MC178,Wiggins,11:06,A2
YV164,Wiederkehr Village,11:04,R8
UU643,Wicomico Church,11:03,V8
MR671,Wicksville,11:01,J8
QB439,Wickliffe,11:00,X6
UY380,Wickett,10:59,A7
XR100,Wickersham,10:57,Q4
DR778,Wickenburg,10:56,D1
SH824,Wickatunk,10:54,I5
NR543,Wick,10:53,T7
PS783,Wichita Falls,10:51,H8
YU741,Wichita,10:50,A2
YF819,Wibaux,10:48,J2
XJ386,Whyte,10:47,H6
CT061,Whittlesey,10:46,B6
FZ299,Whittington,10:44,Z7
RV935,Whittier,10:43,J3
AO933,Whitten,10:41,A6
PW889,Whittemore,10:40,Y0
BU950,Whittaker,10:38,O4
UY250,Whitsett,10:37,D3
WA117,Whitney Point,10:36,M9
ZZ725,Whitney,10:34,W1
HN666,Whitmore Village,10:33,I6
JZ022,Whitmore Lake,10:31,D8
ZW681,Whitmire,10:30,P0
ZY359,Whitman Square,10:28,S9
UN747,Whitman,10:27,Q5
AD250,Whitley City,10:25,X1
NU323,Whitlash,10:24,C7
TL224,Whitinsville,10:23,A2
MP286,Whiting,10:21,J4
AP897,Whitfield,10:20,U4
RU874,Whitewright,10:18,Q0
ID763,Whitewood,10:17,H7
JN843,Whitewater,10:15,L8
PR460,Whiteville,10:14,C1
ZY023,Whitetop,10:13,K4
ZM179,Whitethorn,10:11,F2
LS935,Whitetail,10:10,X6
NQ738,Whitesville,10:08,F4
WF297,Whitestown,10:07,I2
IB091,Whiteson,10:05,P3
LR924,Whiteside,10:04,W7
FW592,Whitesburg,10:02,Q7
YP742,Whitesboro,10:01,I9
ZA421,Whites City,10:00,H8
DL989,Whiterocks,09:58,A8
LI647,Whiteriver,09:57,F7
FF220,Whitemarsh Island,09:55,W0
EM824,Whitelaw,09:54,M8
MT674,Whiteland,09:52,H7
WT858,Whitehouse,09:51,K5
OA941,Whitehorse,09:49,S1
YT210,Whitehall,09:48,F9
JA202,Whiteflat,09:47,U1
KQ877,Whitefish Bay,09:45,N6
YA169,Whitefish,09:44,I7
LU255,Whitefield,09:42,I0
JQ446,Whiteface,09:41,I3
OR356,Whiteclay,09:39,I6
DE135,White Tower,09:38,K1
NS988,White Swan,09:37,U5
GE132,White Sulphur Springs,09:35,N6
NI139,White Stone,09:34,G8
XU684,White Springs,09:32,U3
IA033,White Signal,09:31,Q4
UZ676,White Shield,09:29,L4
HO637,White Settlement,09:28,Y8
UW249,White Salmon,09:26,O4
ML279,White Rock,09:25,I3
DE226,White River Junction,09:24,O7
XY014,White River,09:22,Z8
MA305,White Plains,09:21,M5
MB388,White Pine,09:19,L7
XD266,White Pigeon,09:18,A7
RZ737,White Owl,09:16,T3
SD530,White Oak,09:15,S6
YX628,White Mountain,09:14,I6
EW613,White Marsh,09:12,O2
KG361,White Lake,09:11,U6
BV658,White House Station,09:09,W4
BJ331,White House,09:08,J2
SP298,White Horse Beach,09:06,M5
IF184,White Horse,09:05,J1
ZQ178,White Heath,09:03,Y4
ES714,White Haven,09:02,F7
SI463,White Hall,09:01,I7
RQ863,White Earth,08:59,E7
RO655,White Deer,08:58,M6
PD253,White Crystal Beach,08:56,M5
FW979,White Creek,08:55,D0
AC269,White Cloud,08:53,K6
EH260,White City,08:52,U1
XM663,White Church,08:50,C8
FJ599,White Center,08:49,F6
BH556,White Castle,08:48,O3
UV333,White Canyon,08:46,H0
EV644,White Butte,08:45,I4
XW940,White Bluff,08:43,A5
JG343,White Bird,08:42,Q2
WS714,White Bear Beach,08:40,L2
LU291,White Bead,08:39,Z2
MH084,White Ash,08:38,L1
JG586,White Apple,08:36,C0
QI001,White,08:35,P0
HU049,Whitakers,08:33,J4
LT835,Whitaker,08:32,Z9
TR427,Whispering Pines,08:30,P0
DX392,Whisper Walk,08:29,X6
YH889,Whiskey Creek,08:27,M5
HT909,Whipps Millgate,08:26,B1
YP476,Whipple,08:25,D3
VI170,Whippany,08:23,M7
QF345,Whipholt,08:22,I0
CC307,Whigham,08:20,J5
ZU349,Whelen Springs,08:19,E9
VE331,Wheelwright,08:17,C2
DV738,Wheelock,08:16,Y5
KD777,Wheeling,08:15,S9
AY647,Wheeless,08:13,W7
XQ756,Wheelersburg,08:12,H6
NE638,Wheeler Springs,08:10,C6
LF079,Wheeler Ridge,08:09,W8
BO937,Wheeler,08:07,G0
TA331,Wheaton,08:06,M4
NM445,Wheatley Heights,08:04,W2
ZP185,Wheatley,08:03,I3
QI161,Wheatland,08:02,X4
AP772,Wheatfield,08:00,J9
OC491,Wheatcroft,07:59,I4
GT459,Wheat Ridge,07:57,B3
PK391,Whatley,07:56,K9
BM643,What Cheer,07:54,Z9
PF039,Wharton,07:53,I2
VN860,Wharncliffe,07:51,U0
JX661,Whaleyville,07:50,H4
OX470,Whale Pass,07:49,L9
PD334,Whalan,07:47,U8
GN347,Weymouth,07:46,E4
GI151,Weyerhaeuser,07:44,Z9
NV570,Weyauwega,07:43,R2
RK672,Wexford,07:41,X3
AO865,Wewoka,07:40,S7
IT359,Wewela,07:39,J1
CJ748,Weweantic,07:37,V4
TF691,Wewahitchka,07:36,L3
OE700,Wever,07:34,I4
LM491,Wetumpka,07:33,S1
MO476,Wetumka,07:31,Z6
ED695,Wetonka,07:30,Z1
MX786,Wetmore,07:28,W6
LT337,Wethersfield,07:27,D3
ZV141,Westwood Lake,07:26,R7
LY867,Westwood Hills,07:24,W5
HB305,Westwood,07:23,D3
EW128,Westwego,07:21,W0
PW981,Westway,07:20,H6
PX850,Westwater,07:18,R9
TW642,Westville,07:17,R2
WA230,Westview,07:16,I2
GX830,Westvale,07:14,D0
GQ849,Westvaco,07:13,X3
UB486,Westtown,07:11,D4
SO948,Westside,07:10,K1
NY038,Westport,07:08,R0
FJ800,Westpoint,07:07,G4
CB644,Westphalia,07:05,Q9
DY223,Westover Hills,07:04,L4
JB057,Westover,07:03,C6
WA836,Weston Mills,07:01,I2
DW306,Weston,07:00,E3
UF044,Westoak,06:58,W4
NC250,Westmorland,06:57,N7
ZH253,Westmoreland City,06:55,T9
GT073,Westmoreland,06:54,Q6
PS453,Westmont,06:52,Z2
IV515,Westminster,06:51,V8
ZP810,Westmere,06:50,P7
KD214,Westline,06:48,A1
LX564,Westley,06:47,Y1
RC477,Westland,06:45,C7
UN326,Westlake Village,06:44,O6
XY968,Westlake,06:42,T5
FO302,Westhope,06:41,B0
UI405,Westhoff,06:40,O8
CI022,Westhaven,06:38,D8
VS860,Westhampton Beach,06:37,H9
RX190,Westhampton,06:35,L7
OB369,Westgate,06:34,I7
IW437,Westford,06:32,V8
LK742,Westfir,06:31,H8
YH573,Westfield Center,06:29,D4
GM541,Westfield,06:28,K7
WC135,Westfall,06:27,R3
CP197,Westerville,06:25,N9
LH878,Westernport,06:24,C1
QE794,Western Hills,06:22,P3
MM463,Western,06:21,C5
QF700,Westerlo,06:19,W3
UM579,Westend,06:18,J7
IM101,Westel,06:17,T5
HH408,Westdale,06:15,D8
DR099,Westcreek,06:14,M2
AA318,Westcliffe,06:12,J0
RN999,Westchester,06:11,N2
IX583,Westby,06:09,Q2
FK233,Westbury,06:08,U6
HU619,Westbrook,06:06,Y3
NR451,Westborough,06:05,J5
FI128,Westboro,06:04,N5
UJ915,Westbend,06:02,F0
CQ468,Westacres,06:01,U7
BB893,West York,05:59,I5
YK627,West Yellowstone,05:58,Z1
UF604,West Yarmouth,05:56,R0
UN675,West Wyomissing,05:55,E0
GI520,West Wyoming,05:53,I1
PB029,West Winfield,05:52,U9
AN859,West Wildwood,05:51,W4
TS234,West Whittier,05:49,G2
QQ963,West Wendover,05:48,D5
YS848,West Wenatchee,05:46,T5
NU556,West Warwick,05:45,I7
UM573,West View,05:43,W7
HA007,West Vandergrift,05:42,A6
NH558,West Valley City,05:41,R3
CK930,West Valley,05:39,V9
GK541,West Upton,05:38,C6
PU303,West University Place,05:36,C6
XS922,West Unity,05:35,A4
VQ600,West Union,05:33,K5
AO297,West Topsham,05:32,M0
OZ437,West Thumb,05:30,Q6
PX056,West Terre Haute,05:29,G1
RV145,West Tawakoni,05:28,I6
MJ295,West Swanzey,05:26,L4
LA969,West Sunbury,05:25,P0
QU288,West Sullivan,05:23,C0
FG565,West Springfield,05:22,E2
CB084,West Smithfield,05:20,P0
FF362,West Slope,05:19,F0
OQ540,West Simsbury,05:18,G9
DJ889,West Siloam Springs,05:16,U2
YH259,West Shiloh,05:15,A8
AR194,West Seneca,05:13,V8
EX314,West Selmont,05:12,P0
KS071,West Seboeis,05:10,J0
ZB760,West Sayville,05:09,P4
UI388,West Sand Lake,05:07,G7
PK870,West Samoset,05:06,B7
NR140,West Salem,05:05,I8
SZ754,West Saint Paul,05:03,H8
WQ953,West Sacramento,05:02,T2
QM559,West Rutland,05:00,O3
KI720,West Riverside,04:59,U0
HZ800,West Richland,04:57,X7
IU748,West Richfield,04:56,Y2
AR272,West Reading,04:54,X3
VB221,West Puente Valley,04:53,O2
MB234,West Portsmouth,04:52,O4
XF796,West Point,04:50,I2
UR523,West Plains,04:49,R9
EK818,West Pittston,04:47,I5
TV830,West Pittsburg,04:46,M4
