FLIGHT NUMBER,DESTINATION,DEPARTURE TIME,GATE NUMBER
OQ665,Aid,00:16,L6
LN093,Aiea,00:17,P0
XW541,Aiken,00:17,G4
IR464,Ailey,00:17,R1
DE608,Ainsworth,00:17,K2
RP522,Airmont,00:17,T0
ZR095,Airport Drive,00:17,N6
EL803,Airway Heights,00:17,N9
PN385,Aitkin,00:18,P4
NT077,Ajo,00:18,W6
WH477,Akaska,00:18,P8
DA136,Akeley,00:18,E8
AK396,Akers,00:18,I2
JN303,Akhiok,00:18,B5
PY437,Akiachak,00:18,T7
WV417,Akiak,00:19,B8
BJ209,Akin,00:19,P8
SK149,Akra,00:19,W4
FS882,Akron,00:19,O2
DO800,Akutan,00:19,B2
KH179,Alabam,00:19,L0
TA091,Alabaster,00:20,Q4
YK308,Aladdin,00:20,P3
YG734,Alakanuk,00:20,X3
FT419,Alamance,00:20,T8
KJ289,Alameda,00:20,U0
DH460,Alamo,00:20,R8
NC631,Alamo Alto,00:20,I0
MX941,Alamo Heights,00:21,P4
IZ245,Alamo Oaks,00:21,C6
XY767,Alamogordo,00:21,C1
ZJ085,Alamosa,00:21,I8
WX851,Alamota,00:21,Y0
QS250,Alanreed,00:21,O4
YG718,Alapaha,00:21,B5
CS408,Alba,00:22,N3
CC473,Albany,00:22,T2
XD492,Albee,00:22,Q4
AB637,Albemarle,00:22,J1
YL300,Alberene,00:22,R8
MW582,Alberhill,00:22,S0
NR678,Albers,00:22,Z1
FC434,Albert,00:23,Y7
UZ538,Albert City,00:23,B7
OO578,Albert Lea,00:23,P1
AK534,Alberta,00:23,I9
HO430,Alberton,00:23,Z0
FU177,Albertson,00:23,R6
IA730,Albertville,00:23,E0
CD708,Albin,00:24,W3
VH218,Albion,00:24,X5
ZH090,Alborn,00:24,S0
KZ720,Albright,00:24,T0
GQ545,Albuquerque,00:24,E1
CM012,Alburg,00:24,G3
ZI679,Alburnett,00:24,E6
SZ799,Alburtis,00:25,N3
NY382,Alcalde,00:25,E7
EC193,Alcan,00:25,M3
LH558,Alcester,00:25,M5
RS999,Alco,00:25,L8
GH578,Alcoa,00:25,L3
CL622,Alcoa Center,00:25,E3
OC897,Alcolu,00:26,Y2
HA211,Alcoma,00:26,Y9
IU264,Alda,00:26,Y9
ZN745,Aldan,00:26,T6
SZ059,Alden,00:26,I3
JL597,Alden Bridge,00:26,F1
SC446,Alder,00:26,M9
GJ936,Alderpoint,00:27,F5
QS019,Alderson,00:27,J6
DB987,Alderwood Manor,00:27,S0
QV812,Aldine,00:27,G3
YX071,Aldrich,00:27,Q3
VG269,Aledo,00:27,Z3
QL181,Aleknagik,00:27,T3
DU525,Alex,00:28,V2
BL728,Alexander,00:28,L0
FE614,Alexander City,00:28,C3
ON778,Alexandria,00:28,G1
XF325,Alexandria Bay,00:28,V9
LF488,Alexis,00:28,Q5
LD423,Alfalfa,00:28,C2
TW816,Alfordsville,00:29,L9
WY000,Alfred,00:29,V0
YA199,Alger,00:29,L0
XA238,Algerita,00:29,I5
BZ686,Algoa,00:29,H1
HV240,Algodones,00:29,H6
RW444,Algoma,00:29,D3
XG787,Algona,00:30,V8
YR123,Algonac,00:30,O5
WM386,Algonquin,00:30,O9
BV228,Algood,00:30,O1
QT169,Alhambra,00:30,K4
GP241,Ali Chukson,00:30,E9
BH480,Alice,00:30,Y7
YK912,Aliceville,00:31,V8
IL486,Alicia,00:31,F7
WH731,Aline,00:31,T6
VY507,Aliquippa,00:31,A7
QU863,Alire,00:31,U1
LP767,Aliso Viejo,00:31,Q9
FS419,Alix,00:31,F3
IS601,Alkabo,00:32,D3
CC196,Allakaket,00:32,A8
RB573,Allamuchy,00:32,M5
OA943,Allandale,00:32,N1
AY853,Allardt,00:32,K2
YH691,Alleene,00:32,E8
PB612,Allegan,00:32,Q0
OM471,Allegany,00:33,J0
CQ842,Alleghany,00:33,O4
KX935,Allegre,00:33,Y0
YE158,Alleman,00:33,I0
QA819,Allen,00:33,E6
MJ086,Allen City,00:33,J1
FL718,Allen Park,00:33,U3
DL945,Allendale,00:34,C9
IQ812,Allenfarm,00:34,E1
NJ575,Allenhurst,00:34,U7
LQ540,Allenport,00:34,L4
WN190,Allenspark,00:34,F3
BE358,Allensville,00:34,J7
YM665,Allenton,00:34,X4
YJ009,Allentown,00:35,X1
UL937,Allenville,00:35,C6
WP862,Allenwood,00:35,U2
JX562,Allerton,00:35,X8
NH249,Alley,00:35,P9
OG861,Allgood,00:35,Z1
CP307,Alliance,00:35,S6
EL657,Alligator,00:36,G2
WA144,Allison,00:36,V0
CO035,Allison Gap,00:36,T5
AJ217,Allison Park,00:36,E5
QX550,Allons,00:36,B8
VP061,Allouez,00:36,M8
MJ445,Alloway,00:36,X3
IP929,Allport,00:37,L6
DQ815,Allyn,00:37,B9
QC227,Alma,00:37,T9
WH379,Alma Center,00:37,P7
PM120,Almedia,00:37,U5
EO647,Almelund,00:37,B3
PD662,Almena,00:37,W3
SI357,Almeria,00:38,K3
ZX850,Almira,00:38,C5
ON196,Almo,00:38,F6
UD845,Almon,00:38,E1
HR318,Almond,00:38,N3
XP475,Almont,00:38,J7
PK047,Almonte,00:38,K4
MS546,Almota,00:39,H9
JE643,Almy,00:39,U1
OZ274,Almyra,00:39,E5
SJ880,Alnwick,00:39,R6
YZ387,Aloe,00:39,U0
PT657,Aloha,00:39,F2
LB061,Alondra Park,00:40,U4
TD170,Alpaugh,00:40,H3
YT428,Alpena,00:40,C4
VX201,Alpha,00:40,G1
CU658,Alpharetta,00:40,M4
KC903,Alpine,00:40,O4
UG735,Alquina,00:40,R7
GV921,Alsea,00:41,T7
BM492,Alsen,00:41,C6
NH957,Alsey,00:41,B7
FM178,Alsip,00:41,V9
JL024,Alston,00:41,U9
SJ354,Alstown,00:41,M8
XM364,Alsuma,00:41,R1
QF138,Alta,00:42,V4
IC989,Alta Loma,00:42,E4
KS938,Alta Sierra,00:42,V5
CJ601,Alta Vista,00:42,Z5
RA254,Altadena,00:42,S0
VG754,Altair,00:42,V9
JO941,Altamahaw,00:42,F8
FD335,Altamont,00:43,G1
OQ258,Altamonte Springs,00:43,N1
GW530,Altavista,00:43,A6
LX447,Altenburg,00:43,U1
UL880,Altha,00:43,Q0
JS197,Altheimer,00:43,N8
WF943,Altmar,00:43,H9
HR423,Alto,00:44,L5
HW832,Alto Pass,00:44,R1
QK720,Alton,00:44,D9
ZK707,Altona,00:44,F4
HI455,Altoona,00:44,B9
TC859,Altura,00:44,T8
AG520,Alturas,00:44,N7
GH727,Altus,00:45,Q8
MD965,Alum Bridge,00:45,T4
WM835,Alva,00:45,S8
EA061,Alvarado,00:45,W1
PO549,Alvaton,00:45,R2
NM563,Alvin,00:45,N9
JE953,Alvo,00:45,H0
AN038,Alvord,00:46,J1
ZP378,Alvordton,00:46,Y6
HE663,Alvwood,00:46,R8
UA369,Alzada,00:46,M5
DQ201,Amado,00:46,I6
LI582,Amador City,00:46,J8
NF794,Amagansett,00:46,R6
CA802,Amagon,00:47,T5
KM270,Amalga,00:47,J2
YX227,Amanda,00:47,G3
NZ857,Amanda Park,00:47,J6
WO908,Amargosa Valley,00:47,I2
TW815,Amarillo,00:47,R4
DS533,Amasa,00:47,Z6
BS918,Amawalk,00:48,Q5
ZD912,Amazonia,00:48,L8
YP792,Amber,00:48,K3
RS250,Amberg,00:48,B7
PV329,Amberley,00:48,J3
XR459,Ambler,00:48,H4
TZ995,Amboy,00:48,U9
KH952,Ambridge,00:49,L3
MQ206,Ambridge Heights,00:49,M5
XF003,Ambrose,00:49,R9
JZ697,Amchitka,00:49,O3
AJ729,Amelia,00:49,O0
FZ075,Amelia City,00:49,O5
TI168,Amelia Court House,00:49,N2
HM295,Amenia,00:50,R2
NL029,American Beach,00:50,Z9
VQ675,American Canyon,00:50,J4
SY290,American Falls,00:50,U4
KP147,American Fork,00:50,N2
AG102,Americus,00:50,C3
KX043,Amery,00:50,U4
DO254,Ames,00:51,N8
BL017,Amesbury,00:51,P1
MP786,Amesville,00:51,Y8
WT758,Amherst,00:51,L3
BR966,Amherst Junction,00:51,R5
RA046,Amherstdale,00:51,F6
CI634,Amidon,00:51,Y4
MC188,Amiret,00:52,E1
ZY649,Amistad,00:52,P8
UV637,Amite,00:52,H0
UN371,Amity,00:52,S5
SH562,Amity Gardens,00:52,Y9
GY558,Amityville,00:52,U9
ZT730,Ammon,00:52,Y4
RH389,Amo,00:53,T6
EX187,Amonate,00:53,M0
GF541,Amoret,00:53,S5
PE981,Amorita,00:53,W0
WL562,Amory,00:53,J6
MX734,Amsden,00:53,T6
WS904,Amsterdam,00:53,K1
GF934,Amy,00:54,F2
KI723,Anacoco,00:54,E7
HT222,Anaconda,00:54,A2
TN368,Anacortes,00:54,Q9
ET702,Anaheim,00:54,A9
JW005,Anahola,00:54,K4
KW752,Anahuac,00:54,L1
FC992,Anaktuvuk Pass,00:55,G0
NG771,Anamoose,00:55,R5
ER797,Anamosa,00:55,Q7
TO072,Anandale,00:55,D3
RY992,Anasco,00:55,B1
VJ906,Anatone,00:55,J0
ZL299,Anawalt,00:55,X2
AD931,Ancho,00:56,F5
SN279,Anchor,00:56,X1
MY651,Anchor Point,00:56,S9
ML415,Anchorage,00:56,C6
CP864,Anchorville,00:56,X5
VS380,Ancient Oaks,00:56,F5
VC294,Andale,00:56,W1
BD688,Andalusia,00:57,I5
ZH190,Anderson,00:57,Z6
IK103,Anderson Mill,00:57,R6
WK739,Andersonville,00:57,T4
BP624,Andes,00:57,Z3
IH083,Anding,00:57,Y8
WX462,Andover,00:57,F6
EK173,Andrade,00:58,O3
VI854,Andrew,00:58,W2
OP817,Andrews,00:58,G5
GZ347,Andrix,00:58,P8
ED125,Anegam,00:58,V3
HG489,Aneta,00:58,W4
JJ581,Angel City,00:58,Q6
CZ682,Angel Fire,00:59,N4
UT795,Angela,00:59,J0
EY853,Angeles,00:59,W4
QH033,Angelica,00:59,I2
KV683,Angels City,00:59,C1
BR059,Angelus,00:59,K9
SK441,Angier,01:00,A2
AK062,Angiola,01:00,K1
RW291,Angle,01:00,E0
GP122,Angle Inlet,01:00,W5
AH977,Angleton,01:00,J0
ND793,Angola,01:00,V6
HZ737,Angola on the Lake,01:00,Q1
AN801,Angora,01:01,Y4
FW724,Anguilla,01:01,N1
DB796,Angus,01:01,W8
UI859,Angwin,01:01,K5
VN006,Aniak,01:01,G0
MA115,Animas,01:01,P1
NY997,Anita,01:01,B4
AQ787,Aniwa,01:02,D2
MD451,Ankeny,01:02,J6
NX183,Ankenytown,01:02,N9
ZN171,Anmoore,01:02,T7
SV386,Ann Arbor,01:02,W9
RT993,Anna,01:02,B1
GY039,Annada,01:02,X1
PB038,Annamoriah,01:03,E8
ZV061,Annandale,01:03,O2
ZC935,Annapolis,01:03,G8
MK020,Annawan,01:03,B2
AR822,Anneta,01:03,J2
NV638,Annetta,01:03,S9
YB411,Annetta South,01:03,U8
SH268,Annette,01:04,P3
AB742,Anniston,01:04,W8
JT704,Annona,01:04,Y1
FE147,Annsville,01:04,U7
QN686,Annville,01:04,V4
WV545,Anoka,01:04,P7
JB487,Anselma,01:04,V9
AF423,Anselmo,01:05,E9
KS399,Ansley,01:05,V4
AK841,Anson,01:05,H2
UW591,Ansonia,01:05,Y3
VX506,Anston,01:05,H6
NK216,Antelope,01:05,P4
CH973,Anthon,01:05,U3
CH589,Anthony,01:06,T8
VA180,Anthonyville,01:06,S0
LP134,Anthoston,01:06,B8
XR930,Antietam,01:06,A3
CI856,Antigo,01:06,B4
NW123,Antimony,01:06,Y3
AU488,Antioch,01:06,X7
BH227,Antler,01:07,J0
LS968,Antlers,01:07,N8
OS800,Antoine,01:07,W8
ZR297,Anton,01:07,P3
UB620,Anton Chico,01:07,U0
FV747,Anton Ruiz,01:07,F1
FG000,Antone,01:07,X7
QH195,Antonia,01:08,B0
ZS513,Antonino,01:08,X1
KN546,Antonito,01:08,K0
FO457,Antrim,01:08,H0
HK756,Antwerp,01:08,K4
VI848,Anvik,01:08,W4
QW324,Apache,01:08,X9
HD006,Apache Junction,01:09,T0
DM157,Apalachee,01:09,C8
EW097,Apalachicola,01:09,Z2
GJ633,Apalachin,01:09,B2
XF691,Apex,01:09,P4
QA682,Aplin,01:09,D1
DV894,Aplington,01:09,Y5
SO897,Apollo,01:10,R9
BT272,Apollo Beach,01:10,S2
YE885,Apopka,01:10,W1
LY580,Appalachia,01:10,J8
AH022,Apple Creek,01:10,B7
EV548,Apple Grove,01:10,L3
EU099,Apple River,01:10,A1
SI510,Apple Springs,01:11,L1
ET731,Apple Valley,01:11,T9
DD677,Appleby,01:11,C0
CK289,Applegate,01:11,Z6
RX664,Appleton,01:11,M6
ZY350,Appleton City,01:11,U0
EW745,Applewold,01:11,N0
JR777,Applewood,01:12,W8
PG928,Appling,01:12,X6
IX789,Appomattox,01:12,V0
OY703,Apshawa,01:12,X2
QI903,Aptakisic,01:12,G1
YC895,Aptos,01:12,E2
RD441,Aqua Park,01:12,T1
IH764,Aquilla,01:13,X0
HO607,Arab,01:13,Y0
BQ076,Arabi,01:13,A5
GO400,Arabia,01:13,F1
XT113,Aragon,01:13,S1
WC222,Aransas Pass,01:13,G5
UX576,Arapaho,01:13,I8
PC832,Arapahoe,01:14,Q8
YS188,Ararat,01:14,T1
AD949,Arbon,01:14,O6
UE752,Arbor Hill,01:14,L1
YQ112,Arbuckle,01:14,K8
WD623,Arbury Hills,01:14,R2
IZ964,Arbutus,01:14,I5
ZC738,Arbyrd,01:15,H0
UU231,Arcade,01:15,K8
VW652,Arcadia,01:15,W0
QS104,Arcadia Lakes,01:15,X0
FH697,Arcanum,01:15,R7
HI010,Arcata,01:15,W6
ES446,Arch Cape,01:15,G2
MN270,Archbald,01:16,R4
HC068,Archbold,01:16,R1
MP024,Archdale,01:16,A3
IG656,Archer,01:16,K1
BJ315,Archer City,01:16,L4
WR792,Archibald,01:16,T1
DH407,Archie,01:16,M5
CX590,Archville,01:17,L2
WN966,Arco,01:17,B6
FE066,Arcola,01:17,R8
RS224,Arctic Village,01:17,A8
QU798,Ardara,01:17,D5
EI881,Arden,01:17,A3
QR404,Arden Hills,01:17,W2
EK733,Arden Town,01:18,C4
DN756,Arden-on-the-Severn,01:18,K6
OO276,Ardencroft,01:18,N0
TV178,Ardentown,01:18,S0
NE890,Ardenvoir,01:18,N6
CQ216,Ardmore,01:18,D4
UH185,Ardoch,01:19,Z0
DV063,Ardsley,01:19,S3
UP342,Arecibo,01:19,T6
PX549,Aredale,01:19,A5
VS178,Arena,01:19,P3
YV417,Arendtsville,01:19,Y5
JX213,Arenzville,01:19,F6
MI186,Argenta,01:20,S3
EB343,Argentine,01:20,J8
WR909,Argo,01:20,K8
FO864,Argonia,01:20,P9
HL168,Argonne,01:20,F8
QO701,Argos,01:20,W2
TR317,Argusville,01:20,O4
VP150,Argyle,01:21,W1
UW479,Arial,01:21,N5
IS301,Ariel,01:21,P8
PH510,Arimo,01:21,D8
XP911,Arinosa,01:21,J9
FX370,Arion,01:21,V7
OJ193,Aripeka,01:21,M0
ZT209,Aripine,01:22,M9
NL988,Arispe,01:22,D6
ON463,Arista,01:22,C7
VU605,Ariton,01:22,H1
GD327,Arivaca,01:22,Z5
AX463,Arizona City,01:22,J7
MK196,Arkadelphia,01:22,Z8
UR516,Arkansas City,01:23,R9
WZ021,Arkdale,01:23,I3
TS812,Arkinda,01:23,V9
SP497,Arkoe,01:23,F2
AZ064,Arkoma,01:23,R6
QW687,Arkport,01:23,J5
XE317,Arlee,01:23,M3
AS125,Arletta,01:24,Q2
YE470,Arlington,01:24,Z6
LU822,Arlington Heights,01:24,V4
XO950,Arm,01:24,P4
UB040,Arma,01:24,W1
VX709,Armada,01:24,Q7
SR757,Armagh,01:24,G3
IX838,Armbrust,01:25,H1
UY437,Armijo,01:25,A7
AB708,Armington,01:25,L9
PX389,Arminto,01:25,J8
UM186,Armona,01:25,A9
ZG179,Armonk,01:25,G0
GR295,Armor,01:25,R5
ZN694,Armorel,01:26,F7
VH431,Armour,01:26,T9
ZU622,Armourdale,01:26,F2
YA086,Armstrong,01:26,W4
UN292,Armstrongs Mills,01:26,S6
JE119,Arnaudville,01:26,D5
DG121,Arnegard,01:26,X3
FL337,Arnett,01:27,H0
LS792,Arney,01:27,S7
UO556,Arno,01:27,E1
YT481,Arnold,01:27,Q7
VQ089,Arnold Mill,01:27,U1
CG021,Arnolds Park,01:27,X3
MA294,Arnoldsville,01:27,J4
XV040,Arnot,01:28,J5
KE585,Arnott,01:28,T9
BP926,Aroma Park,01:28,T6
DF493,Aromas,01:28,S8
CX045,Arona,01:28,Z7
VO220,Aroya,01:28,L5
OX669,Arp,01:28,Z3
HS688,Arpin,01:29,M9
AF172,Arredondo,01:29,V9
CB612,Arrey,01:29,E3
HJ210,Arriba,01:29,D3
DB199,Arrow Creek,01:29,L3
OL821,Arrow Point,01:29,S2
ZQ561,Arrow Rock,01:29,C5
LB109,Arrowbear Lake,01:30,Y9
OC824,Arrowhead Highlands,01:30,K1
GT216,Arrowsmith,01:30,N7
KX212,Arroyo,01:30,G6
NT983,Arroyo Grande,01:30,B2
YL312,Arroyo Hondo,01:30,V4
DS341,Artas,01:30,P6
BK641,Artesia,01:31,M6
HD635,Artesia Wells,01:31,I8
TL065,Artesian,01:31,H7
KT503,Arthur,01:31,D3
AT648,Arthur City,01:31,I3
TJ700,Artois,01:31,B5
EU428,Artondale,01:31,F0
GS256,Arundel Village,01:32,P5
SA849,Arvada,01:32,V5
QE466,Arvana,01:32,A9
KW418,Arvonia,01:32,X9
QQ459,Asbury,01:32,U0
BE254,Asbury Lake,01:32,I5
TS631,Asbury Park,01:32,S3
HA977,Ascutney,01:33,A6
MG500,Ash Flat,01:33,T1
ZL095,Ash Fork,01:33,I5
RL027,Ash Grove,01:33,F8
SN779,Asharoken,01:33,P9
VE387,Ashburn,01:33,T4
HR658,Ashby,01:33,Z0
GX195,Asheboro,01:34,K0
GK241,Asher,01:34,I8
QL192,Asherton,01:34,D7
TW437,Asherville,01:34,N9
EG997,Asheville,01:34,J0
DN260,Ashford,01:34,M6
SB582,Ashippun,01:34,F2
CM316,Ashkum,01:35,Z6
DQ047,Ashland,01:35,C7
OZ565,Ashley,01:35,L3
OC581,Ashmore,01:35,C1
JB820,Ashport,01:35,C3
BK277,Ashtola,01:35,A7
RV968,Ashton,01:35,B1
IK164,Ashville,01:36,Q4
LI489,Ashwaubenon,01:36,Z9
IG020,Ashwood,01:36,S3
XX476,Askewville,01:36,M8
GM680,Askov,01:36,Z3
BX552,Asotin,01:36,W5
RQ976,Aspen,01:36,F8
XM848,Aspen Hill,01:37,P1
LI308,Aspermont,01:37,O2
NW131,Aspers,01:37,P5
BQ708,Aspetuck,01:37,K3
JF361,Aspinwall,01:37,U3
EJ175,Assaria,01:37,A7
WZ929,Assinippi,01:37,I5
BB217,Astatula,01:38,G3
AV661,Astico,01:38,S1
KV434,Astor,01:38,N1
BW792,Astoria,01:38,D1
DL767,Atalissa,01:38,T5
FL615,Atascadero,01:38,P3
LC359,Atchison,01:39,M8
LJ381,Atco,01:39,W2
EP071,Athalia,01:39,L7
BT283,Athelstan,01:39,M3
BV163,Athelstane,01:39,D7
RP553,Athena,01:39,J7
IF751,Athens,01:39,Q5
EY686,Atherton,01:40,Y7
GH352,Athertonville,01:40,F9
PS552,Athol,01:40,O6
WS173,Athol Springs,01:40,U1
TC734,Atka,01:40,L6
LC094,Atkins,01:40,R0
KX220,Atkinson,01:40,V6
VP938,Atlanta,01:41,K8
DC197,Atlantic,01:41,E5
IM455,Atlantic Beach,01:41,X0
RS381,Atlantic City,01:41,E5
LP638,Atlantic Highlands,01:41,M9
UH708,Atlantis,01:41,S3
CO609,Atlas,01:41,F3
DL697,Atlasburg,01:42,A1
TM195,Atmautluak,01:42,R6
ID420,Atmore,01:42,E3
EB811,Atoka,01:42,D2
XQ562,Atolia,01:42,M0
ZW688,Atomic City,01:42,Q8
ER378,Atsion,01:42,V5
VK059,Attalla,01:43,F2
HX959,Attapulgus,01:43,Q4
OX624,Attica,01:43,G5
AK118,Attleboro,01:43,E6
IP056,Attu,01:43,G0
CE759,Atwater,01:43,I4
KO163,Atwood,01:43,I3
HG634,Au Gres,01:44,Z4
QI173,Au Sable,01:44,S3
XS974,Au Sable Forks,01:44,A7
QH912,Au Train,01:44,Y3
ES643,Auberry,01:44,O5
OP999,Aubrey,01:44,O6
TT654,Auburn,01:44,C5
PN438,Auburn Hills,01:45,H9
TH490,Auburndale,01:45,L4
SW518,Auburntown,01:45,J5
FE708,Audubon,01:45,C1
HP446,Audubon Park,01:45,Q0
GN319,August,01:45,P6
BU301,Augusta,01:45,Y5
UX038,Augusta Springs,01:46,L0
ZB304,Augustus,01:46,S5
IX495,Auke Bay,01:46,B1
ZB394,Aulander,01:46,O0
PA781,Aulne,01:46,Z9
AN767,Ault,01:46,H6
WX982,Aumsville,01:46,Z5
HL983,Aura,01:47,D7
BI155,Aurelia,01:47,U5
CE923,Aurora,01:47,C8
YJ837,Aurora Lodge,01:47,Q4
HT459,Auroraville,01:47,Q0
WG478,Austell,01:47,E0
NK537,Austin,01:47,J7
XU155,Austinburg,01:48,E5
TQ774,Austintown,01:48,D5
ZB685,Austinville,01:48,A6
VI882,Austonio,01:48,R8
RV573,Autaugaville,01:48,Y6
KX385,Autryville,01:48,P0
UT959,Auvergne,01:48,R6
TW151,Auxvasse,01:49,F5
MD399,Ava,01:49,J7
CS100,Avalon,01:49,O8
DQ507,Avant,01:49,B3
YS453,Avard,01:49,G1
PB791,Avella,01:49,G1
NM310,Avenal,01:49,T1
EM204,Aventura,01:50,Q1
CY201,Avenue,01:50,E5
YP075,Avera,01:50,L6
YH908,Averill,01:50,R7
DK318,Averill Park,01:50,R7
AL629,Avery,01:50,X5
CI353,Avery Creek,01:50,Y4
RH598,Avery Island,01:51,G6
ST199,Avilla,01:51,L4
IB603,Avinger,01:51,D5
XC563,Avis,01:51,V4
XG627,Aviston,01:51,N0
QG437,Avoca,01:51,Q1
SG758,Avocado Heights,01:51,C8
US098,Avon,01:52,S7
IC513,Avon Heights,01:52,L0
NG854,Avon Lake,01:52,S6
OW119,Avon Park,01:52,L8
PT978,Avon-by-the-Sea,01:52,N1
TZ838,Avondale,01:52,Z1
HG264,Avondale Estates,01:52,Y3
YZ938,Avonia,01:53,B0
IK629,Avonmore,01:53,D6
GN658,Avra Valley,01:53,F1
HK107,Awendaw,01:53,Z3
XL535,Awosting,01:53,O6
VM087,Axial,01:53,S3
VV582,Axtell,01:53,A2
UF637,Axton,01:54,X3
XV830,Ayden,01:54,Q4
OL941,Ayer,01:54,U6
HT621,Aylmer,01:54,C7
ZN033,Aynor,01:54,W6
OF224,Ayr,01:54,L0
LR496,Ayrshire,01:54,F5
FS315,Azalea Park,01:55,H9
KY172,Azalia,01:55,N1
DP375,Azle,01:55,L3
TR789,Aztec,01:55,X0
LJ117,Azusa,01:55,G6
CG076,Azwell,01:55,Y8
LM212,Babb,01:55,P6
NJ046,Babbie,01:56,R0
UZ126,Babbitt,01:56,S2
CU878,Babbs,01:56,W3
UC685,Babcock,01:56,X5
YI488,Babylon,01:56,O1
SB413,Bach,01:56,U0
RV716,Bacliff,01:56,N0
IN449,Baconton,01:57,B6
HU603,Bacova,01:57,H6
QH381,Bacton,01:57,A7
YP927,Bad Axe,01:57,P2
BD803,Baden,01:57,T3
KE238,Badger,01:57,F4
RQ139,Badin,01:57,X3
QF990,Bagdad,01:58,D9
AA970,Baggs,01:58,J1
DO874,Bagley,01:58,X5
XQ598,Bagnell,01:58,O4
XB379,Bagwell,01:58,L1
ZI411,Bahama,01:58,M1
RG486,Baidland,01:59,S0
CQ611,Baie de Wasai,01:59,K4
DP848,Bailey,01:59,P7
