FLIGHT NUMBER,DESTINATION,DEPARTURE TIME,GATE NUMBER
VI601,Alzada,20:39,T1
NG344,Staunton,20:53,O8
KB840,Lukeville,03:41,V1
CE400,Pleasant Prairie,15:08,W2
LZ344,Unalaska,23:44,A4
UE286,Akiachak,08:32,Q9
VO859,Glen Wilton,10:23,S2
FA997,Idanha,12:11,R5
ZS599,Bomarton,00:57,P2
NA750,Wetumpka,13:42,M5
RL221,Cobbtown,03:00,P9
MM284,Holopaw,04:45,M0
NB897,Chanhassen,23:29,J8
FZ890,McLemoresville,18:08,B4
XF072,Melrose Park,19:36,W9
YL243,North Madison,12:44,K3
PY995,Carnation,04:42,K2
HK801,Harristown,02:33,Z7
SN433,Supai,00:15,A3
ZY723,Dahlgren,12:29,M8
UM351,Wicomico Church,23:19,W7
WK663,Bountiful,06:13,K2
NB518,Westvale,13:48,Z9
TY256,Gilbert,14:45,V4
WY586,Pattonsburg,16:29,O3
MC500,Fair Grove,22:37,C1
HN161,Rose Valley,09:30,T6
WC889,Frontenac,13:44,F9
RA164,North Andrews Gardens,04:52,T9
JZ836,Dundalk,00:27,Y1
TF308,Perryville,08:27,J3
FC951,Wilmot,11:07,G2
CH925,Plains,12:52,G4
RB748,Chilchinbito,04:44,C7
IZ438,Stonebank,15:34,J5
ZU437,Trementina,00:17,U5
LI408,Rolling Prairie,03:32,O5
AI915,Cumberland Gap,22:45,U3
TX567,Lake Wynonah,10:08,L1
FY004,Fowlstown,04:04,K7
VJ342,Bishop,20:41,D4
HG927,Kosmos,10:09,P5
EU828,Sullivan City,12:45,A8
VG302,West Green,17:10,C1
QR000,Malden,10:41,L1
IK843,Vaudreuil,14:28,D2
TL128,Evan,22:47,W2
CL388,Beecher Falls,17:33,G0
RP278,Anselmo,09:13,L2
WK149,Allison Park,21:26,V9
SM447,Fairview Lanes,01:27,Y6
AL102,Maple Bay,07:20,J8
RO255,Bear Lake,23:27,X7
JQ197,Royal,14:43,B4
FU528,Cohasset,11:13,B4
VC608,Protivin,21:51,K9
OG670,Yampai,07:28,E1
DL913,Paxico,00:32,G4
KT681,Fishing Creek,17:19,B9
XH107,Rudy,13:14,W3
NT391,Belk,22:01,C2
VG447,Denver City,07:21,K9
DP196,South Coatesville,05:51,J7
HR820,Keystone Heights,10:04,N0
ZY000,Charlotte Amalie,08:35,D9
CK477,Fourche,06:35,Z5
TO008,Strausstown,00:50,H6
PV308,Angiola,01:23,H9
KB537,Correo,19:50,E4
ZV324,Mahomet,19:21,Q3
WR523,Wauna,01:18,S4
FW976,South Boston,21:38,F6
RY542,Hempstead,22:28,U3
RV387,Wausau,12:55,P7
IU859,Wilmington Manor,10:00,H7
FJ810,Burna,11:00,A4
OY228,League City,04:33,D4
XC337,Corum,21:10,F1
IZ048,Kwethluk,20:35,Y1
GQ541,Cave Junction,05:42,D2
AR352,Eleva,08:51,G6
JL578,Algodones,13:52,O3
WF170,Malibu,18:36,K0
WN443,Tennyson,19:09,O4
HK636,Coos Bay,17:55,Z3
SH022,Biggersville,14:26,X3
PG276,Rich,09:33,S1
HG980,Radersburg,12:21,I2
JB737,Deerwood,10:54,L6
BG505,Texon,12:15,F8
IX815,Paxson,11:14,F4
FE153,Lucerne,18:45,J7
TZ618,Bayou Goula,08:44,Q3
CF266,Bunker Hill,16:32,Z2
GU949,Kahoka,06:34,F6
ZO639,Stotesbury,22:44,K3
QP119,Olton,18:18,B0
AW909,Battleboro,18:26,X4
UL097,Carolina Beach,03:13,V9
CC946,Lenhartsville,00:58,B4
VT808,Paramus,03:20,Z8
GL609,Osburn,16:19,N2
CZ183,Dacula,08:31,B9
TC867,Phil Campbell,06:23,O8
SV347,Juda,16:36,D5
WD874,Blaine,18:04,B3
RF091,Oakfield,03:09,G7
QB247,Nisland,15:47,G6
DE244,Huslia,14:54,T1
WY086,Hawaiian Beaches,14:45,O2
YS031,Albion,14:59,H6
EW030,Koloa,20:30,Y9
FI794,Gowrie,01:32,K7
QB354,Gotham,03:47,Q6
TV718,Westborough,16:56,A9
DP207,River Forest,15:39,P7
TQ279,Libbyville,02:26,C0
JL460,Dubuque,08:25,C7
PI017,Luck,03:53,R6
RI671,Briggsdale,03:55,P1
QA072,Alamo Alto,05:20,L0
WX874,Elmira,15:17,A5
QB467,Littlefork,09:43,X1
GZ656,Knob Lick,19:00,G1
KE772,Concepcion,13:36,D6
BM015,Virgelle,22:32,W2
YZ267,Kidder,03:00,O8
SM530,Shawanee,01:13,B7
OZ523,Eaton,21:51,G6
EF291,Paukaa,08:14,Y3
IM910,Fort Jesup,20:37,U5
PU452,Stonewall,14:47,R4
NK759,Manakin,08:39,I9
RE031,Humbird,20:05,M3
ED139,Boston,11:32,Y8
MT520,New Grand Chain,18:43,D5
OW384,Doylestown,04:44,L9
OT376,Rio Bravo,02:49,B9
KV689,Scott,06:50,U3
DM383,Wappingers Falls,19:04,Y0
WZ653,Bellvale,09:29,U2
TH526,Parksdale,09:43,Y0
NM843,Carlson,23:43,Z2
TG820,Pleasant Hill,10:50,Q0
KT706,Vancleve,23:10,T4
TZ307,Grindstone,01:09,D8
OF177,Orchard City,15:01,Y9
EY145,Annsville,07:35,E4
RS070,Zurich,05:39,V0
WR307,Bellwood,02:32,B0
EH934,Charlotte Harbor,15:06,T1
VL512,Ariel,13:06,X4
SP166,Moccasin,10:14,S6
BD008,Hermosa,06:44,S5
VE465,Lonepine,21:07,J2
GT117,Wampum,12:13,K6
OY953,Horicon,00:04,S7
RR024,Brevort,03:47,H9
ND028,Charlotte Harbor,09:19,P4
YA299,Mingus,14:34,T2
AC300,Varnado,08:49,J5
XS599,Pepperell,05:00,G3
RD855,Lipan,07:31,H9
DV026,Good Hope,00:18,V9
RC702,Canyon Creek,17:58,V3
RF231,Swepsonville,13:32,M1
MZ847,Kenel,00:11,S5
II237,Charco,03:24,S5
ND383,Morriston,15:47,Y5
LR353,Sebastopol,22:57,E8
JU246,Chromo,20:31,Z0
UM290,Clay,22:29,T1
YN850,Franklin Square,06:24,D1
XP929,Basinger,03:54,E4
IH962,Seven Devils,05:06,G3
TU282,Vail,13:43,F8
CX835,Vimy Ridge,23:11,L6
MG221,Hormigueros,00:06,A6
AN052,Worland,12:06,O8
LQ337,Antlers,21:57,A6
OF998,Yaphank,03:04,A1
UN957,Ledgewood,23:50,V5
DY781,Kamas,21:19,Q7
VX478,Morgans Point,24:00,N5
RS258,Nashua,10:55,Z8
NA037,Nevinville,03:29,Z0
AD574,Spanish Lake,18:12,N6
WW255,Oronogo,23:50,N7
WF513,Quinhagak,04:18,Z9
LL943,Anamoose,08:34,P7
FJ377,Destin,05:44,T6
IY359,Gardnerville,21:08,U9
GZ394,Hundred,00:18,G3
OH367,Herod,21:12,H4
SD685,Charlotte Court House,21:17,H8
IJ824,Broad Creek,19:14,I0
IA955,New Cambria,08:49,S6
AX084,Soldotna,04:29,R7
AS230,Melder,15:03,H5
SI907,New Oxford,04:17,W1
IS348,Glen Gardner,23:24,B8
RZ340,Algonquin,17:13,K7
NO627,New Buffalo,14:20,Z7
FW753,Paragon,22:46,W8
RE031,Newport,04:07,D6
UC340,Hurley,09:09,X5
RT171,Orla,08:52,Y5
XR368,Raiford,23:18,Q4
LY041,Mineral City,12:27,G1
TM712,Rockham,07:55,N0
VA567,Kiryas Joel,03:58,H3
YP726,Lowellville,19:30,Q3
DP398,Wendel,13:24,W3
JX413,Athelstan,09:52,V4
AF443,Newsome,00:38,L2
KF331,West Wyoming,11:55,B9
EX640,Pelham Manor,15:27,H1
PH864,Jacksonport,19:27,Y6
BI040,Shelly,17:39,M0
VZ412,Ballardvale,18:20,Q1
AU722,Mount Moriah,21:53,T1
SI272,Fitchville,19:06,Z1
DG136,New Rome,09:47,P7
XT530,Abbeville,16:54,X9
OC612,Noonan,11:22,O1
NZ323,Bernecker,19:22,U5
GZ334,Schnecksville,10:27,R4
QB009,Keego Harbor,04:02,W5
EA877,Port Washington North,16:20,Y7
IN049,Trevlac,22:01,Z4
IK311,Muncy,12:31,A1
FP865,Tarrytown,01:25,H8
LC247,Kathryn,17:37,Y5
XN486,Throop,04:13,A5
SW378,Cylinder,21:10,Z3
VP056,Los Fresnos,19:40,F4
HG271,Nara Visa,22:47,P0
KN229,El Cerrito,11:59,S7
XL921,Redings Mill,23:40,N2
GV837,High Ridge,23:41,Z0
GN512,Taneyville,18:59,I3
OY519,Wapato,01:16,S4
WX082,Pearl,11:28,H5
XL312,Brazilton,01:08,V5
BA474,Priddy,04:45,N7
FC774,Lincolnshire,02:27,B9
HS560,Burgdorf,12:25,T2
EH121,Orient,04:39,R8
UI079,Downs,06:04,P2
HQ604,Hinckley,23:34,U1
OT533,West College Corner,23:59,N6
TG763,Oriskany,06:56,F6
CK714,Lake Forest Park,16:21,L5
ZY554,Lake Villa,08:17,Y0
KS959,Samoset,04:19,D5
OB572,Park View,15:58,M3
QN724,La Center,09:32,D7
AJ777,Forrest,17:25,Y0
HW997,Willowville,14:34,N4
CC075,Round Oak,22:29,I8
SZ584,Hay,13:13,A4
HE919,Wyarno,09:42,Q1
BQ068,Cayce,12:17,U3
ST111,Oreland,17:12,Z2
VI699,Stovall,09:16,O1
VO281,Ellendale,20:06,Y6
OQ725,Stockbridge,16:41,B9
NE599,Bear Creek,09:29,U9
ZD399,Hague,02:52,B5
QC807,Country Club Trail,15:42,J4
OE760,Enoch,18:53,Y0
ZC404,Kalskag,05:46,Q6
IR868,Tipp City,01:54,F8
AN260,Threelinks,11:49,C3
PJ276,Noelke,04:34,D0
KD731,Bouton,10:39,Q9
UJ091,Pickrell,22:36,F2
BV946,East Falmouth,09:45,I2
PF410,Dillwyn,01:31,G0
CN417,Jupiter Island,15:45,E4
CG970,Old Lexington,22:57,H6
PJ387,Darlove,22:13,E8
XY550,Agate Beach,06:01,E9
FZ448,San Leon,03:09,T0
RC869,Landusky,14:53,J2
UW776,Chistochina,14:22,M9
KI256,Cee Vee,11:25,D8
OB790,Rush Hill,17:20,F4
SX793,Searcy,13:05,V4
XE960,Beaconsfield,09:32,B7
FS238,Philippi,06:08,T1
BA722,Doering,15:16,I7
YH195,Wild Peach Village,22:03,W6
VB333,Zama,01:31,T0
DX364,Glastonbury Center,16:05,T5
JF342,Esom Hill,19:27,G6
FA169,Felda,19:58,J8
NE890,Manvel,03:02,P6
PT117,Ward Springs,04:28,O8
CA494,Mount Ayr,19:54,D8
WU133,Triana,21:27,H8
UC638,Belk,04:53,P6
MN880,Carnation,13:34,Y4
UI663,Merricourt,08:09,D6
HF966,Orrum,13:41,K9
QF943,Port Carbon,15:24,L6
OB206,Fort Fairfield,21:13,M1
YI931,Indian Point,04:10,U5
AK749,Guanica,01:25,N6
GH702,Meacham,14:40,J1
PD942,Darwin,06:19,V5
CX449,Yoman,14:34,I8
YH745,London,02:20,K7
OZ172,Elk Neck,15:27,M0
MJ722,Hope Valley,17:16,S9
DW292,Des Lacs,16:26,M6
TA010,Pink,05:46,L5
CZ933,La Russell,19:38,M3
OG149,Westhampton Beach,21:48,O5
TT184,Exira,15:37,T3
QK632,South Range,19:34,H2
RH048,Somerset,15:14,X5
SV172,Egypt Lake,20:04,T2
VA711,Elkins Park,09:56,P4
XF173,Irvington,16:06,E3
SS761,Jal,07:16,C5
LG239,Amargosa Valley,04:03,I4
IT846,Lake Fenton,09:40,I1
AM705,Jerry City,15:16,B8
ML573,Pinetops,15:12,H7
BM662,Mazama,08:36,N5
DE558,Wintersburg,23:10,T1
US316,Olnes,04:54,B0
WZ264,Stehekin,10:23,N2
PP291,Olivet,02:46,H7
JT591,Malvado,22:04,F6
DF347,Steamboat Canyon,02:45,U0
XH895,Hammond,00:34,M2
SR861,Salyer,21:44,S6
CT184,Iron Gates,23:17,G3
HB522,De Funiak Springs,23:22,X2
IE349,Salyersville,01:13,C2
CP260,Pulaski,04:02,W3
ZP321,Longboat Key,08:37,T4
LI876,Melville,18:28,Z3
BH735,Miltonville,21:47,W3
NA739,Halfway,15:06,W4
JH327,Chelan Falls,10:03,N1
QS239,Maria Antonia,18:20,V5
AC686,Monarch,17:31,U9
UE992,Greenbush,15:01,F4
DH927,Sargent,21:32,E8
JR661,Carbon Cliff,21:11,B5
TP880,Springer,23:05,G5
PI828,Dorris,16:36,X4
JB269,Broad Fields,03:38,S4
GN924,Nekoma,19:02,G3
GS897,Tucker,06:35,U0
GA641,Marin City,20:28,P0
HJ176,Deersville,21:53,J8
WZ515,Sawyers Bar,12:58,V5
NG222,Stringer,08:53,S7
BW071,Aripeka,05:58,C4
NZ594,Bradbury,09:14,J9
CK287,Bronson,02:38,J7
HH213,Vichy,10:47,B3
GI663,Cutter,22:45,P2
OG080,Branchville,14:52,O9
LG190,Beaumont Place,23:39,U1
AG667,Crisfield,22:53,K2
MQ438,Goodnight,10:36,X9
UO311,Chesapeake Ranch Estates,02:11,B1
HJ365,Galva,23:22,T7
PW989,Ross Corner,09:27,B7
EX978,Clay Center,08:33,H4
AH139,Hereford,16:41,K5
IC859,Diamondhead,02:58,L2
UZ571,Elkhart Lake,14:52,X3
BB580,Banning,13:49,G5
NG659,Marshallberg,19:15,X8
MH178,Efland,17:42,B7
CG227,Alcoma,12:21,V3
FS868,Melrude,09:01,W2
YG398,Perrine,14:18,L7
CZ992,Patillas,17:32,D9
GA693,Benwood,18:23,P8
YJ060,Elizabeth,19:34,E8
VS361,Homestead,23:58,X8
JM194,Elaine,18:55,U3
FW711,Park View,08:49,S1
QI672,Hunter,05:20,P9
QL510,Ostrander,03:49,T6
SU192,Sands Point,10:35,N5
NV318,Cherry,20:00,W9
ZE633,Worley,23:42,W5
FU137,Crosswicks,20:02,V8
BO532,Lynwood,11:03,L7
CH458,Danielsville,05:04,N7
KY469,Thompson's Station,23:39,W3
VP606,Kremmling,20:48,N2
NP257,Williamsburg,14:54,H3
JJ599,Cokato,23:33,S4
IH474,West Glens Falls,22:22,O1
MG158,Woodberry,09:21,C1
QV355,West Sullivan,06:16,S1
UW015,Knightsville,10:14,H0
UJ550,Killeen,20:20,M4
QO937,Whitetail,19:29,M3
EL835,Abo,07:51,J1
UN059,Bray,20:59,U4
YG627,Chief Lake,23:36,D7
LW751,Peshtigo,02:32,V0
ME578,Spring Grove,05:11,E1
BN314,Marianna,08:32,L8
IT212,Ackerly,16:11,P6
DH923,Lake Monticello,13:14,E1
WT450,Wynnewood,13:30,S9
OP729,Oakwood Manor,05:24,D9
WO688,Atco,01:58,A9
YD395,Goose Lake,08:54,E1
QB273,Williamsburg,20:27,E6
KI861,Cedar Fort,01:32,T1
KZ121,Teeds Grove,14:03,O2
LL699,Woodland Mills,20:01,A4
IQ684,Kittery Point,01:26,A9
JG060,Bedford Heights,04:41,L8
HI189,Hawick,23:19,B9
JD299,Harrogate,06:24,A4
ST419,Dasher,22:58,H5
SC758,Chatham,18:19,V5
RN795,Eastville,01:12,N9
MM466,Gail,13:03,U3
HE192,Wyalusing,19:28,F5
XF398,Rock River,11:42,V0
MS037,Haldeman,00:37,K1
GP608,Byars,09:51,W2
EV002,Hester,23:49,W8
BR223,Hansen,23:35,A2
VV424,Edmundson,18:57,K4
TA619,Ephesus,15:38,Z5
VZ541,Brooke,17:15,M1
IT258,Pray,23:26,B5
QE612,Velda Village Hills,07:02,P5
EJ696,Lake End,15:07,I2
QZ758,Richburg,20:42,W7
HF472,Matewan,17:45,N1
EW451,Flossmoor,01:51,P7
RU120,Hibernia,00:18,I1
TS220,Ardencroft,23:17,C1
KY316,Grayson,00:19,B8
ME945,Van Meter,08:54,G7
ZP652,Tonasket,12:44,M1
VY080,Abingdon,16:45,G9
LU099,North Irwin,10:19,U7
US225,Hoisington,02:38,H1
MR510,Sand Springs,16:35,L7
CS902,Marbury,16:43,I1
TC639,Naches,13:01,T0
NX716,Rushsylvania,18:19,A1
SA285,East Smithfield,07:57,Y7
KW086,Wacissa,04:00,W1
OH669,Gallatin Gateway,09:56,F8
WO975,East Jordan,01:44,T6
OL932,Hannah,07:04,X4
SE918,Vale,17:27,D6
KK068,Croghan,09:22,I5
KM661,Navarino,05:56,V2
WU999,Hales Corners,06:23,D1
MQ660,Caney City,18:24,M8
LJ274,Dunton,22:57,N2
WT294,Pelham Manor,21:52,X8
ZL489,Moorpark,22:58,X1
DQ598,Southville,07:09,D0
NP769,Dayton Lakes,02:44,V3
OO994,Indian Rocks Beach,22:09,W4
UE646,Gleeson,07:01,J1
DN025,Ranchettes,16:47,R8
XU699,Gibsonia,10:22,M0
OF998,Realitos,05:50,L9
AT527,Grove Place,20:47,K0
IT532,Redland,16:40,T5
ZA381,Michie,19:43,N8
KV118,Ellzey,15:35,H0
PL902,Proberta,21:21,Q3
WK503,Huachuca City,08:55,U1
TN771,Merryville,05:05,V4
IU127,South Fulton,21:10,O0
WU473,Andale,08:10,S1
EQ336,Chetopa,15:03,U8
IQ658,Bakersville,16:29,U3
IS491,Allison,18:58,B8
AU349,Denham,00:11,L3
HO880,Zag,20:17,J9
XO492,East Dunseith,21:37,H6
LI221,Lake Worth,04:04,B5
OG766,Henryetta,13:21,P6
WN583,Kaltag,01:25,V1
DH012,Collettsville,01:57,B4
PL040,Brackett,18:44,U1
NA754,Rolling Prairie,05:51,S4
UC286,Pintura,23:19,H7
KL655,Bel-Ridge,15:43,P2
HY525,Santa Ynez,19:04,U5
PG581,Jameson,20:50,P8
YF623,Grants,02:46,N3
IP404,Kealakekua,19:28,M7
EZ454,Baggs,20:51,G4
DH617,Corwin,23:42,O2
BT825,Brookhaven,21:01,P3
XS749,Nicollet,05:10,R3
PM285,Clayton Lake,13:47,Q4
HK928,Pillow,19:33,Q7
GJ380,Sleetmute,03:40,D2
LE795,Flaxton,01:09,Z4
JH523,Battleboro,02:10,L8
KQ080,Parhams,21:02,X8
FX119,Blue Island,07:36,X7
UF803,Azusa,04:11,S9
JC007,Burns,00:48,X3
RR967,Okanogan,12:48,J9
ZM286,Saint Hedwig,05:44,V1
KX008,Agar,15:13,G3
EI908,Reager,18:24,B0
LC314,Mashulaville,07:02,E1
QM491,Readstown,23:08,V5
GW591,West Lebanon,18:12,O4
EX668,Bay Lake,02:17,C7
RX028,West Ferriday,06:41,Z4
AX895,Cocodrie,13:41,D2
NI137,South Canal,15:06,U0
PS170,Toughkenamon,11:00,Z9
HV743,Stuart,17:57,G7
WR178,Sinking Spring,21:29,Z5
OH711,Allenport,08:03,N4
ES492,Hall Park,01:53,O3
YW712,Fredericktown,02:09,K0
QY831,Laurelton,05:26,K8
DW111,Hickson,14:49,V9
IQ294,Stacyville,08:05,K4
ML388,Moosic,05:41,P3
QT003,Palmas,09:43,T9
OW411,Parkdale,22:50,C9
JF816,Frenchboro,10:39,I5
HF830,Shauck,18:54,P5
DB332,Luis Lopez,01:19,N3
VA119,Parkers Prairie,12:26,R3
BR637,Scottsbluff,10:59,F5
CR684,Addicks,06:19,R8
RJ587,Koshkonong,14:52,G4
JS638,Bell Acres,10:33,X6
KJ730,Pennyhill,10:38,T9
FP468,Pontotoc,03:15,P9
OG195,Fussels Corner,04:53,J6
XW103,Liberal,22:05,H4
RF660,Hitterdal,19:04,Z7
YB730,Nightmute,10:39,P2
NZ445,Buckeye,07:30,D7
JO894,Rocky Boy,23:11,P7
ZX101,Omer,14:50,S8
WH323,Sunny Crest,11:53,Z7
FJ447,Gastonia,00:14,K0
QH674,Coachella,10:41,W4
FJ395,Marlin,01:13,N1
HC716,La Crescent,02:37,W1
EQ618,Blue Bell,03:56,S9
EL751,Knoxville,22:34,U1
YC877,Gibbs,18:09,M1
XL577,Treasure Island,19:43,C5
HX211,Elfin Cove,19:56,X0
QW811,Alexander,10:32,A0
AP391,Bayard,15:20,X0
SF325,Huxford,12:22,W0
ML590,Mule Barn,16:00,Y7
TE626,Honey Island,06:49,O5
GO325,Nevis,11:20,D4
DV957,Formoso,01:13,A7
BM773,Hartshorne,02:52,W1
UH113,Lenora,20:00,T7
MJ375,Cherry Tree,08:59,Q3
YZ225,Pettigrew,02:02,R9
WZ874,Shickley,01:25,P1
QZ892,Tolar,02:59,O5
BW806,Harrington,17:56,V7
ZG246,Smoaks,21:43,R9
VR837,Yeager,10:02,L1
UC343,Ardoch,06:12,L8
SO391,Treynor,20:31,B5
UF376,Terlton,08:39,T4
AV251,Brandreth,15:44,U9
AF416,Boothbay Harbor,13:00,U3
EH993,McBride,09:28,Q4
BF577,Chalkville,01:46,U0
JW032,Jakolof Bay,12:09,L1
YR263,Gresham,07:44,A2
NE982,Evans City,06:47,R6
UE013,Old Harbor,18:19,B2
HW633,Reinbeck,08:54,D6
NE143,Seelyville,09:38,W2
TT249,Sunnyslope,14:21,X1
ZP681,Wayzata,13:07,Q8
DB077,Jessietown,15:54,N6
TN490,Saint Maries,09:54,H2
WG184,North Fond du Lac,11:38,S8
OP931,Idleyld Park,07:03,O3
CL674,Kaibab,18:47,P8
RD490,Kernersville,15:22,J9
BO338,Whitten,09:57,R2
FW348,Penn Hills,20:27,V9
RU290,Tanacross,15:23,V0
SY304,Lautz,10:51,J0
UZ863,Marengo,02:30,Y9
UZ236,Skyline,23:55,E1
MS469,Chino Valley,14:23,S7
SE518,Concord,12:59,G2
KK715,Chenoweth,14:42,R4
TF467,Sisseton,13:21,W7
TE385,Miami Gardens,11:50,I9
HC771,Purley,22:17,A7
IQ758,Blanchester,16:58,U4
QZ967,Owasa,03:48,Z6
OM623,Lilesville,12:09,C7
QZ090,Fowlstown,10:22,G6
SR872,South Plains,15:33,T3
RT518,McCormick,04:20,C9
NN428,Lake Buena Vista,03:02,N7
TL222,Mexican Hat,19:42,E1
HO392,Gibson,13:39,J9
OX359,Buenos,19:59,H8
SI044,Chino Hills,17:28,F3
YJ164,Erlands Point,11:59,U5
EM450,Durant,13:18,Q7
CD746,Eldorado Springs,00:14,R3
EJ531,Portage Des Sioux,17:26,B5
